%time,field
1770290615693037871,39.9
1770290615733114787,40.3
1770290615793171337,40.8
1770290615813015890,42.2
1770290615873115055,40.3
1770290615913115486,41.3
1770290615973159195,38.9
1770290615993095103,42.2
1770290616033052756,42.2
1770290616173085514,40.8
1770290616193192912,40.8
1770290616213167950,37.5
1770290616333151522,39.9
1770290616353014746,43.2
1770290616413271425,41.3
1770290616473071180,43.6
1770290616493214947,42.2
1770290616513159008,38.9
1770290616553115080,38.5
1770290616573115529,43.2
1770290616593071164,42.7
1770290616633036107,39.9
1770290616652903980,42.7
1770290616693070509,41.7
1770290616713153327,40.8
1770290616733047992,43.2
1770290616772961590,43.6
1770290616793015901,39.4
1770290616813116576,41.7
1770290616853170242,43.6
1770290616873057039,42.2
1770290616933328219,40.3
1770290616953187270,44.1
1770290617013317348,43.6
1770290617033288423,39.4
1770290617093242377,42.2
1770290617113277327,41.3
1770290617153106090,38.5
1770290617173254199,38.9
1770290617193211546,39.9
1770290617233084264,39.9
1770290617253202655,44.1
1770290617333255103,38.9
1770290617373219567,43.6
1770290617473250238,42.2
1770290617493196167,39.4
1770290617553232034,39.9
1770290617593185937,41.7
1770290617612935994,39.4
1770290617632974380,43.6
1770290617673073431,44.6
1770290617713226532,43.2
1770290617753088665,41.3
1770290617833215591,41.7
1770290617873241752,43.2
1770290617933284283,42.7
1770290617973147593,39.9
1770290618013188513,41.3
1770290618053091952,43.2
1770290618073193513,42.7
1770290618093184833,41.3
1770290618133124128,41.3
1770290618153260742,41.3
1770290618233291558,39.9
1770290618273078420,41.3
1770290618433176439,39.4
1770290618453218668,40.3
1770290618533335338,41.3
1770290618573198578,41.7
1770290618592996022,44.1
1770290618653105492,41.7
1770290618753274057,41.7
1770290618773244042,39.9
1770290618813064841,42.7
1770290618833200832,42.2
1770290618853137000,42.7
1770290618893152325,40.3
1770290618913141317,38.5
1770290618953099980,39.4
1770290619033149132,42.7
1770290619053197019,39.9
1770290619073238234,43.6
1770290619113085901,39.4
1770290619153150546,42.7
1770290619253056676,41.7
1770290619272967270,41.3
1770290619292887912,40.3
1770290619353232159,39.9
1770290619373076090,39.9
1770290619413153124,38.5
1770290619433175954,43.6
1770290619513326454,40.3
1770290619593227504,38.0
1770290619633186040,39.4
1770290619753283586,39.9
1770290619793162533,38.9
1770290619873087602,38.9
1770290619913141751,41.3
1770290620013092479,40.3
1770290620033255625,41.7
1770290620053124846,42.2
1770290620093188287,39.9
1770290620113252619,42.7
1770290620133147776,43.6
1770290620173050788,40.8
1770290620193164690,42.2
1770290620213098414,42.7
1770290620252942473,39.4
1770290620272984470,42.2
1770290620313057137,44.1
1770290620333249458,42.2
1770290620353164209,42.7
1770290620393121101,42.7
1770290620433180590,40.8
1770290620473152390,44.1
1770290620493173086,38.9
1770290620533073921,42.7
1770290620553100200,39.9
1770290620633394213,43.6
1770290620653201320,39.9
1770290620693010406,38.9
1770290620713072547,44.6
1770290620773179804,44.1
1770290620833210434,43.2
1770290620852980027,40.3
1770290620913257332,43.6
1770290620933031463,41.3
1770290620993151011,39.4
1770290621013225463,38.9
1770290621033064971,42.2
1770290621073121247,43.2
1770290621093185595,39.4
1770290621133108354,43.2
1770290621153252561,42.2
1770290621173106495,43.6
1770290621233281215,41.3
1770290621253154650,40.3
1770290621293168297,38.9
1770290621313243174,42.7
1770290621373284592,40.3
1770290621393182845,41.3
1770290621433205595,38.5
1770290621453229113,41.7
1770290621513137578,42.2
1770290621532911520,41.3
1770290621552984502,39.9
1770290621592903010,42.7
1770290621693286557,42.7
1770290621732862672,41.3
1770290621813230053,38.5
1770290621832894325,42.7
1770290621893272597,43.6
1770290621953138714,43.2
1770290621973179175,43.2
1770290621993141920,38.9
1770290622053186450,40.3
1770290622113078581,44.6
1770290622133134158,41.7
1770290622213264482,42.2
1770290622273171199,43.2
1770290622293205302,41.3
1770290622333103555,43.2
1770290622353269640,44.1
1770290622413117729,41.7
1770290622433143545,40.3
1770290622453067816,38.0
1770290622493155681,43.2
1770290622553088205,41.3
1770290622573246367,38.9
1770290622633189210,40.8
1770290622673145911,41.7
1770290622733175256,42.2
1770290622773164111,42.2
1770290622793223138,39.4
1770290622813270891,38.9
1770290622853150096,38.0
1770290622873036925,44.1
1770290622893205544,43.6
1770290622933219014,43.6
1770290622953185478,42.2
1770290623013238290,42.7
1770290623033120001,39.9
1770290623073078495,38.5
1770290623113143629,43.6
1770290623153263356,41.7
1770290623173111301,39.4
1770290623253293006,42.7
1770290623273058729,41.7
1770290623393288885,41.3
1770290623473294131,40.3
1770290623493191366,41.7
1770290623533114710,38.9
1770290623553199205,40.3
1770290623573005272,41.3
1770290623613103110,42.2
1770290623673069699,38.5
1770290623693288573,40.3
1770290623752987124,42.2
1770290623773065641,43.6
1770290623833160723,41.7
1770290623873161924,41.3
1770290623933025280,40.3
1770290623973006832,41.7
1770290624053061578,39.9
1770290624093196921,43.2
1770290624133100217,41.7
1770290624173293552,44.1
1770290624213238879,38.0
1770290624233189249,40.3
1770290624253174671,40.3
1770290624293083944,38.9
1770290624313148985,39.4
1770290624373292405,44.1
1770290624393249515,43.2
1770290624433179788,40.8
1770290624453081170,42.7
1770290624553291199,43.2
1770290624593102643,44.1
1770290624653123427,40.3
1770290624673285351,45.0
1770290624693266133,39.4
1770290624733148664,38.9
1770290624813150176,38.9
1770290624833166795,42.7
1770290624873131323,39.4
1770290624893302088,39.4
1770290624913191176,44.6
1770290624953183297,39.4
1770290624973159150,42.7
1770290624993145284,38.5
1770290625033035800,43.6
1770290625053051885,40.8
1770290625133286744,41.7
1770290625173096140,39.9
1770290625193205277,41.7
1770290625213249870,38.9
1770290625252995030,40.8
1770290625333221924,39.9
1770290625413195646,39.4
1770290625433109921,41.3
1770290625453082732,43.6
1770290625513185943,41.7
1770290625553197950,39.4
1770290625573216936,40.3
1770290625593231458,38.9
1770290625673275966,40.3
1770290625713169056,39.9
1770290625753183944,39.4
1770290625813302422,38.5
1770290625833113920,42.7
1770290625873154956,43.2
1770290625893204780,42.7
1770290626013135699,42.2
1770290626033110660,40.3
1770290626053003117,41.3
1770290626092977588,38.9
1770290626113053814,42.7
1770290626153009715,42.2
1770290626173110178,38.9
1770290626193140222,40.3
1770290626233152340,43.6
1770290626253120489,44.6
1770290626313163386,40.3
1770290626333113815,44.6
1770290626353105148,39.9
1770290626413187585,41.7
1770290626453058549,42.7
1770290626493231718,39.9
1770290626533184776,38.5
1770290626573284987,42.2
1770290626613326819,44.1
1770290626633139362,38.9
1770290626713311327,41.7
1770290626773323973,40.3
1770290626793099151,39.9
1770290626833098149,40.3
1770290626853117367,41.3
1770290626873181809,41.7
1770290626913264922,40.8
1770290627053164323,42.7
1770290627073274246,41.7
1770290627093254656,46.0
1770290627133218540,44.6
1770290627173198013,42.2
1770290627213190322,42.2
1770290627253195622,40.3
1770290627293147270,39.4
1770290627333237679,44.6
1770290627373261526,42.7
1770290627393180863,40.3
1770290627433074831,38.9
1770290627453251564,38.5
1770290627473199912,44.1
1770290627513213238,43.6
1770290627533226243,42.7
1770290627553046667,44.1
1770290627593121497,39.9
1770290627612992599,43.6
1770290627753311801,38.9
1770290627773188518,42.2
1770290627813278101,42.7
1770290627833212851,44.6
1770290627853150689,44.6
1770290627913187224,42.7
1770290627953211534,40.3
1770290627973214178,42.7
1770290627993177347,39.4
1770290628033109013,43.2
1770290628053276328,45.0
1770290628073180078,41.7
1770290628113175554,44.1
1770290628133138595,41.7
1770290628173065309,40.3
1770290628253156898,43.6
1770290628273109767,41.3
1770290628293171186,38.9
1770290628333061226,43.6
1770290628353030701,38.9
1770290628413273566,41.7
1770290628433308203,42.7
1770290628473208508,42.7
1770290628493191167,42.2
1770290628513210160,39.4
1770290628573194385,38.9
1770290628593299027,38.9
1770290628633096688,41.3
1770290628652989774,40.8
1770290628672972768,39.9
1770290628713123061,39.9
1770290628733168664,41.3
1770290628793204301,39.4
1770290628893344750,40.3
1770290628933171092,39.4
1770290628953167064,43.2
1770290628973266772,43.2
1770290629033309983,44.6
1770290629053196747,43.6
1770290629093153816,42.7
1770290629113172000,38.5
1770290629153033751,46.0
1770290629172998794,40.8
1770290629232881911,43.2
1770290629253021442,39.9
1770290629272966196,43.2
1770290629333332761,39.9
1770290629353107471,41.7
1770290629393168488,39.9
1770290629413274303,42.7
1770290629453182804,40.3
1770290629493207880,43.6
1770290629533059168,43.6
1770290629613163272,40.3
1770290629633120120,39.4
1770290629653234057,42.7
1770290629693092199,41.7
1770290629733134739,43.6
1770290629772991952,39.9
1770290629792868517,41.3
1770290629832934100,40.8
1770290629852957130,40.3
1770290629873104914,38.9
1770290629913082550,42.2
1770290629933231126,42.2
1770290629993177486,45.0
1770290630053106344,38.9
1770290630073152897,44.6
1770290630093173575,43.6
1770290630133153100,42.7
1770290630173092720,37.5
1770290630253205564,38.9
1770290630293193335,43.6
1770290630393312879,44.1
1770290630453252757,39.9
1770290630473204556,38.9
1770290630553184989,39.9
1770290630593100242,43.2
1770290630613239479,41.7
1770290630633163861,43.2
1770290630673167130,42.7
1770290630733192737,41.3
1770290630753013805,39.4
1770290630813165309,42.2
1770290630853215970,40.8
1770290630993289506,44.1
1770290631033158680,40.8
1770290631073274277,39.9
1770290631113135322,40.3
1770290631153085074,38.5
1770290631193126901,39.4
1770290631213249030,43.6
1770290631233104764,42.7
1770290631273043920,43.2
1770290631293055954,43.6
1770290631333175907,38.9
1770290631353007409,40.3
1770290631373209935,40.8
1770290631413150356,38.9
1770290631433112715,42.7
1770290631453052826,40.3
1770290631493097667,39.4
1770290631553013375,40.8
1770290631573158540,42.7
1770290631593182018,39.9
1770290631673307057,40.8
1770290631713245251,42.2
1770290631733096528,43.2
1770290631793098946,40.8
1770290631812978191,44.1
1770290631833104369,39.9
1770290631873131778,40.3
1770290631933099126,41.7
1770290632013024811,41.7
1770290632033006562,39.9
1770290632053162579,41.7
1770290632093058302,41.7
1770290632113161069,42.2
1770290632173320634,40.8
1770290632253206021,43.6
1770290632273054763,43.6
1770290632313094537,38.9
1770290632353261653,39.4
1770290632393242380,41.3
1770290632413132916,44.1
1770290632433069185,42.2
1770290632472938966,41.7
1770290632492890250,40.8
1770290632533130694,38.9
1770290632553080618,43.2
1770290632573256988,42.2
1770290632613122196,41.7
1770290632632886503,40.3
1770290632693086770,41.3
1770290632713175461,39.4
1770290632733000773,43.6
1770290632773099278,41.3
1770290632793101970,38.5
1770290632913148570,40.3
1770290632953260393,43.6
1770290632993170294,43.2
1770290633033164386,38.5
1770290633073123728,44.1
1770290633092896549,41.3
1770290633132908544,39.4
1770290633152897443,44.6
1770290633173172256,40.3
1770290633213100868,38.5
1770290633253195963,41.3
1770290633293134712,44.1
1770290633313140945,44.1
1770290633393216041,41.3
1770290633433102435,40.3
1770290633473199625,40.3
1770290633513201236,41.7
1770290633593189565,42.2
1770290633612949436,40.8
1770290633633020167,40.3
1770290633673181991,44.6
1770290633693021372,41.7
1770290633773281197,43.6
1770290633813154533,39.9
1770290633833134992,43.6
1770290633853222942,39.9
1770290633933217090,40.8
1770290633973152671,43.2
1770290634032995906,44.1
1770290634052995598,41.7
1770290634153187569,39.9
1770290634193006178,39.4
1770290634212973404,42.2
1770290634233181985,42.7
1770290634273130059,41.3
1770290634293111790,43.2
1770290634333163477,39.9
1770290634353188119,39.9
1770290634373155250,42.7
1770290634413127481,41.7
1770290634453272519,43.6
1770290634493148019,40.3
1770290634513185955,38.9
1770290634533137237,42.2
1770290634573082374,38.9
1770290634593098491,39.4
1770290634713165620,39.9
1770290634813210189,42.7
1770290634873335288,40.3
1770290634973219297,42.2
1770290635093212390,42.7
1770290635133272309,40.3
1770290635173078533,40.3
1770290635253359524,43.6
1770290635273067848,39.4
1770290635333233230,42.2
1770290635353260971,43.2
1770290635473075103,43.2
1770290635513183729,40.8
1770290635553086334,41.7
1770290635573258310,45.0
1770290635613043804,40.3
1770290635633029549,40.8
1770290635653108841,41.7
1770290635693151771,40.3
1770290635713188294,39.4
1770290635733188433,42.2
1770290635773181139,42.7
1770290635793125887,44.1
1770290635833152123,40.3
1770290635873275401,39.9
1770290635933335904,41.3
1770290635953300754,43.6
1770290635993085558,43.2
1770290636013274952,40.3
1770290636033259250,44.6
1770290636073143110,41.3
1770290636133083230,39.9
1770290636152932639,38.9
1770290636213055466,40.8
1770290636293141452,40.3
1770290636333280475,43.2
1770290636393149693,42.2
1770290636433209461,43.6
1770290636533235425,41.3
1770290636553209730,42.7
1770290636593169049,43.2
1770290636612998282,42.2
1770290636633241666,43.6
1770290636673066277,40.3
1770290636773265536,38.5
1770290636813086824,40.8
1770290636833217229,45.0
1770290636893144652,41.3
1770290636973097966,42.2
1770290636993122998,41.7
1770290637073243559,43.6
1770290637113208784,42.7
1770290637132974875,39.9
1770290637152990007,38.9
1770290637193176584,40.8
1770290637213204251,39.4
1770290637233188812,40.3
1770290637273087937,38.5
1770290637293136567,41.3
1770290637353278103,38.0
1770290637413195889,42.2
1770290637453200062,43.6
1770290637493122467,40.3
1770290637513264241,39.9
1770290637573141362,40.3
1770290637593200608,41.7
1770290637613194179,38.0
1770290637673295821,43.2
1770290637713214128,41.3
1770290637733147635,40.3
1770290637753266387,41.3
1770290637813238986,38.9
1770290637833287576,40.3
1770290637873072275,38.9
1770290637973278035,41.3
1770290638033273503,39.9
1770290638093199115,43.2
1770290638113207924,38.5
1770290638173180966,40.8
1770290638193295803,41.7
1770290638293208877,40.3
1770290638332981745,40.8
1770290638353226540,42.2
1770290638393148349,44.1
1770290638413207069,40.8
1770290638473164663,43.2
1770290638493142369,40.3
1770290638513218716,38.9
1770290638573173638,42.7
1770290638693257069,39.4
1770290638713309476,38.9
1770290638793307394,41.3
1770290638813205786,42.7
1770290638853220394,44.1
1770290638873134322,40.8
1770290638913161837,41.7
1770290638933210484,41.7
1770290638953192491,40.8
1770290638993038360,39.9
1770290639013272438,39.9
1770290639033198812,42.7
1770290639113280125,41.3
1770290639153237853,39.9
1770290639173291461,39.4
1770290639213180809,40.8
1770290639373186646,43.2
1770290639393224200,39.9
1770290639413193516,39.4
1770290639453167797,38.9
1770290639513275298,40.3
1770290639532984685,39.4
1770290639593163012,39.4
1770290639633225737,41.7
1770290639673164994,43.2
1770290639773287237,42.2
1770290639793227786,37.5
1770290639833109314,42.2
1770290639893206367,40.3
1770290639973211237,40.3
1770290640013272749,41.3
1770290640053103832,44.1
1770290640073123968,43.2
1770290640133329173,41.3
1770290640153111503,40.8
1770290640193139099,42.7
1770290640213268230,43.2
1770290640233132239,42.2
1770290640273177005,42.2
1770290640293176376,40.3
1770290640353336406,44.1
1770290640433250806,44.1
1770290640493223677,43.2
1770290640513295890,40.3
1770290640573181784,42.2
1770290640593178007,40.3
1770290640653138444,43.2
1770290640673064055,39.4
1770290640733277625,44.1
1770290640793254170,42.7
1770290640813181624,42.7
1770290640833102830,42.7
1770290640873094481,41.3
1770290640913278791,44.6
1770290640953164017,39.9
1770290640973111117,45.0
1770290641093276506,40.8
1770290641113310527,44.6
1770290641173176430,40.8
1770290641193139805,39.4
1770290641213070677,39.9
1770290641253302066,40.3
1770290641273043341,41.3
1770290641353311159,41.3
1770290641393165107,44.1
1770290641413289636,42.7
1770290641433247991,44.1
1770290641493235316,43.6
1770290641513175057,41.7
1770290641573332597,43.2
1770290641633324973,39.9
1770290641713331422,42.2
1770290641733290708,39.9
1770290641793267911,42.2
1770290641813216511,43.2
1770290641873249038,39.9
1770290641913242368,39.4
1770290641933200902,39.4
1770290641993288406,39.4
1770290642033218287,40.8
1770290642073148709,42.2
1770290642093228872,43.2
1770290642113197382,41.7
1770290642173210000,42.7
1770290642213267124,41.3
1770290642293235136,44.1
1770290642313159298,41.7
1770290642333196814,38.5
1770290642373204942,40.8
1770290642393168774,41.7
1770290642413039701,39.4
1770290642453270989,40.8
1770290642473117578,38.5
1770290642513218025,39.4
1770290642533109360,40.3
1770290642553164643,43.2
1770290642633295894,42.2
1770290642673163437,40.3
1770290642693149617,39.4
1770290642733192481,41.3
1770290642753205048,42.2
1770290642773068284,38.9
1770290642833331515,39.4
1770290642893203242,41.3
1770290642913203942,41.3
1770290642973319319,38.5
1770290642992994503,39.4
1770290643033192947,40.3
1770290643073254302,39.9
1770290643113053884,38.0
1770290643132991688,43.2
1770290643153134107,41.7
1770290643193049160,41.3
1770290643213146365,40.8
1770290643253143171,40.8
1770290643293172402,38.9
1770290643333017531,39.9
1770290643373191020,41.7
1770290643413071654,40.3
1770290643433111960,41.3
1770290643453047607,42.2
1770290643493239580,40.8
1770290643573267333,44.6
1770290643673299548,42.2
1770290643733289061,40.3
1770290643753080607,42.2
1770290643793006878,38.9
1770290643813149000,41.7
1770290643833105735,39.9
1770290643893281359,38.9
1770290643933188625,39.4
1770290643973226699,38.9
1770290644013249895,40.3
1770290644053254977,41.7
1770290644092962979,39.9
1770290644133286672,38.9
1770290644173085105,39.9
1770290644193192747,38.9
1770290644233133619,41.3
1770290644273182745,42.2
1770290644353267225,41.3
1770290644392909672,38.5
1770290644412989169,44.6
1770290644433006193,40.3
1770290644473144709,39.4
1770290644553261262,39.9
1770290644633221405,38.9
1770290644653001038,43.2
1770290644693147741,41.3
1770290644773111771,41.3
1770290644792985944,38.9
1770290644853250012,45.0
1770290644913157783,39.9
1770290644933174720,42.2
1770290644953208764,43.2
1770290644992872469,39.9
1770290645013045325,41.7
1770290645073182399,39.9
1770290645093094199,41.3
1770290645133048646,40.8
1770290645153206145,41.7
1770290645173117475,39.9
1770290645233335829,42.7
1770290645293058773,41.3
1770290645313180502,38.0
1770290645333191695,39.4
1770290645413275518,42.2
1770290645453291437,40.3
1770290645473190081,39.4
1770290645513090976,38.5
1770290645533097369,40.8
1770290645553154272,43.6
1770290645613261684,40.3
1770290645673128661,42.2
1770290645693176344,43.2
1770290645732990593,39.4
1770290645753063801,38.0
1770290645833327399,39.4
1770290645933310916,41.3
1770290645973255440,41.3
1770290645993148405,42.7
1770290646033114965,39.4
1770290646053115981,42.2
1770290646073098566,44.1
1770290646153220275,40.3
1770290646193034299,41.3
1770290646213106100,42.7
1770290646233185632,41.3
1770290646293121582,41.7
1770290646333085906,41.7
1770290646373172033,41.3
1770290646433279463,41.3
1770290646453188734,43.6
1770290646493106405,38.9
1770290646513236389,42.7
1770290646533211463,39.4
1770290646593183385,42.7
1770290646632899548,41.3
1770290646652950806,42.2
1770290646712983579,41.3
1770290646873124825,44.1
1770290646893070030,40.3
1770290646913171911,42.2
1770290646953114011,40.8
1770290646972993795,38.9
1770290647012960367,38.9
1770290647032830279,39.4
1770290647053145896,42.2
1770290647092918166,38.9
1770290647112944729,43.6
1770290647173157851,40.8
1770290647193176362,41.7
1770290647253159473,39.4
1770290647273055800,40.3
1770290647333133168,40.3
1770290647393135368,40.3
1770290647473118076,41.7
1770290647513271958,39.9
1770290647552949188,39.9
1770290647613104437,41.7
1770290647633194677,38.9
1770290647713219060,38.9
1770290647733276606,40.8
1770290647773076063,44.1
1770290647793189020,45.5
1770290647813196836,44.1
1770290647873210898,41.3
1770290647913128390,43.2
1770290648013260407,40.8
1770290648033213985,42.2
1770290648073143726,41.7
1770290648113231591,40.8
1770290648153093403,39.4
1770290648173057925,43.2
1770290648213080966,43.2
1770290648233217345,39.9
1770290648293160684,38.9
1770290648313132452,43.6
1770290648333188881,43.6
1770290648473197825,39.9
1770290648553194106,39.9
1770290648593147334,41.7
1770290648613149971,38.5
1770290648633141304,42.7
1770290648673113998,41.7
1770290648693109352,40.8
1770290648793243233,42.7
1770290648853000805,41.7
1770290648893083810,42.7
1770290648933155633,39.9
1770290648973142197,42.7
1770290648993197331,41.7
1770290649013258329,41.3
1770290649053087760,38.5
1770290649073075035,38.9
1770290649113157060,43.6
1770290649153132900,38.9
1770290649193153362,39.9
1770290649213133269,42.7
1770290649233141588,40.3
1770290649273100550,38.9
1770290649373144272,42.2
1770290649413094134,38.5
1770290649433251577,41.7
1770290649453196236,39.4
1770290649513283558,44.1
1770290649533302947,41.3
1770290649593342147,39.4
1770290649613270626,38.9
1770290649693205814,40.8
1770290649733135081,42.2
1770290649753197421,40.3
1770290649793151568,44.1
1770290649813061879,43.2
1770290649873107538,43.2
1770290649913241749,38.9
1770290649953164085,42.7
1770290649973220768,41.7
1770290650013161346,42.7
1770290650053234064,43.2
1770290650093186217,39.9
1770290650113191635,42.2
1770290650133262391,43.2
1770290650173183092,43.2
1770290650193091031,38.9
1770290650233239565,41.3
1770290650253258229,41.3
1770290650273014019,42.7
1770290650313101699,45.0
1770290650413234082,38.9
1770290650433300038,41.7
1770290650473209318,43.2
1770290650493141699,39.4
1770290650513144680,43.6
1770290650573205365,40.3
1770290650613103154,38.9
1770290650633246353,42.2
1770290650653198594,39.4
1770290650693034487,39.4
1770290650793348535,41.7
1770290650813103571,42.2
1770290650853199815,43.2
1770290650873143177,39.9
1770290650913163148,41.7
1770290650933211445,42.7
1770290650953199348,38.9
1770290650993075639,42.7
1770290651013079709,38.9
1770290651032977774,38.9
1770290651072984782,40.8
1770290651093157089,41.7
1770290651173335312,43.2
1770290651253346159,41.3
1770290651293125967,41.7
1770290651313180639,39.9
1770290651333169764,41.3
1770290651373204083,43.6
1770290651453307390,41.7
1770290651533313229,42.2
1770290651553154564,38.0
1770290651593112226,40.8
1770290651613195863,44.1
1770290651633233229,44.6
1770290651673056518,43.2
1770290651693192091,41.7
1770290651733149989,40.3
1770290651773350038,42.7
1770290651812975690,39.4
1770290651832953924,39.4
1770290651853118889,41.7
1770290651893058935,44.1
1770290651913180869,39.4
1770290651953063432,43.2
1770290651973180607,41.7
1770290651993193244,40.8
1770290652032893084,43.2
1770290652053061406,44.1
1770290652073105015,40.3
1770290652113041625,39.9
1770290652153247514,43.2
1770290652213218993,43.6
1770290652253125346,38.5
1770290652273186364,43.6
1770290652293190649,41.7
1770290652333086645,40.3
1770290652353211323,39.4
1770290652373271151,43.2
1770290652413122307,38.9
1770290652433161984,44.6
1770290652493220345,39.4
1770290652513220333,42.2
1770290652553153877,40.8
1770290652573158061,39.4
1770290652593254230,41.7
1770290652633066755,41.3
1770290652653305550,40.8
1770290652673268879,40.8
1770290652713222775,38.5
1770290652773092768,41.7
1770290652793144755,42.2
1770290652813134941,43.2
1770290652873271319,40.3
1770290652953332917,41.7
1770290653013313775,43.6
1770290653073227474,39.9
1770290653093315272,41.3
1770290653113280484,40.8
1770290653153219108,43.6
1770290653173149160,39.9
1770290653193211555,40.8
1770290653233107397,39.4
1770290653253200705,39.9
1770290653313230564,43.6
1770290653333000020,43.2
1770290653373168308,39.4
1770290653393209565,43.2
1770290653413134598,44.1
1770290653453272340,42.7
1770290653533195049,41.3
1770290653553251015,44.6
1770290653593198275,41.7
1770290653613213289,40.3
1770290653632954015,41.7
1770290653673110005,38.9
1770290653753251281,38.5
1770290653772962191,39.9
1770290653813151438,41.7
1770290653853220118,43.6
1770290653893071348,40.3
1770290653933166890,41.7
1770290653973176486,43.6
1770290654013173164,41.7
1770290654133240281,39.4
1770290654193220824,44.1
1770290654212989362,45.0
1770290654233115167,38.5
1770290654273170220,38.9
1770290654313142374,43.6
1770290654373200054,40.8
1770290654393197032,44.1
1770290654433101822,40.8
1770290654453003707,40.3
1770290654513297521,42.7
1770290654533180262,42.7
1770290654573182883,42.2
1770290654613244375,38.5
1770290654653139569,43.6
1770290654693269933,41.7
1770290654733148016,41.7
1770290654753182639,40.3
1770290654813363737,39.9
1770290654833149286,38.5
1770290654872952221,40.8
1770290654892984073,39.9
1770290654913146411,38.5
1770290654953204282,44.1
1770290654973121944,43.2
1770290655033216796,42.2
1770290655093167029,41.3
1770290655133239151,38.5
1770290655173184420,42.7
1770290655193234866,40.3
1770290655213212483,40.3
1770290655253210166,44.1
1770290655333181008,40.3
1770290655353280791,41.3
1770290655393129006,41.3
1770290655413198317,41.3
1770290655433236557,42.7
1770290655473073455,40.3
1770290655553186135,37.1
1770290655573270167,40.8
1770290655653340577,40.8
1770290655713019270,43.2
1770290655733211941,42.7
1770290655793317470,43.2
1770290655813187570,43.6
1770290655873250960,40.3
1770290655933240352,40.3
1770290656013310368,39.4
1770290656033184310,39.9
1770290656073074292,42.7
1770290656093141839,39.9
1770290656113287311,41.7
1770290656173193288,43.6
1770290656193255804,38.9
1770290656233129660,43.2
1770290656253230730,43.6
1770290656293076493,41.7
1770290656313118810,40.8
1770290656373119337,40.8
1770290656392873279,43.6
1770290656453125397,39.4
1770290656473124914,42.7
1770290656512950154,41.3
1770290656532924578,39.4
1770290656553179107,40.3
1770290656593110512,42.7
1770290656613066367,41.3
1770290656633159794,43.2
1770290656673083222,42.2
1770290656693209904,41.7
1770290656753318903,41.3
1770290656773322342,39.9
1770290656813071501,39.4
1770290656833079159,39.4
1770290656853249349,40.8
1770290656893055000,43.2
1770290656913248780,41.3
1770290656933124875,42.7
1770290657033029101,39.4
1770290657113167316,43.6
1770290657133099499,40.8
1770290657153332729,38.9
1770290657213309687,41.3
1770290657233201277,41.7
1770290657293208413,42.7
1770290657333223237,41.3
1770290657353078414,39.4
1770290657413191622,44.6
1770290657433277389,40.8
1770290657453123214,39.9
1770290657493008005,38.9
1770290657512990512,42.2
1770290657533319566,44.6
1770290657573173493,41.7
1770290657593273238,39.9
1770290657633081909,43.2
1770290657653215408,40.8
1770290657673134032,41.3
1770290657733225499,42.7
1770290657793264159,38.5
1770290657813287079,41.3
1770290657873223675,40.8
1770290657893166405,41.3
1770290657933156341,42.2
1770290657953213261,42.2
1770290657973119561,44.1
1770290658013141534,40.3
1770290658033089779,39.4
1770290658053185435,40.8
1770290658133225574,44.1
1770290658173165603,44.6
1770290658193164672,40.8
1770290658232986710,41.7
1770290658273131018,39.9
1770290658313022733,39.9
1770290658353202618,42.7
1770290658393276861,42.2
1770290658413221123,38.9
1770290658453130074,40.8
1770290658493214919,40.8
1770290658533178289,42.2
1770290658553235362,42.7
1770290658573160506,41.3
1770290658633238354,40.3
1770290658653199734,39.4
1770290658693028897,40.3
1770290658713201656,41.3
1770290658753198507,38.9
1770290658833231776,38.9
1770290658853150502,38.5
1770290658873244174,43.2
1770290658913160011,40.3
1770290658933211949,43.6
1770290658993280820,43.2
1770290659073309282,39.9
1770290659093204450,43.2
1770290659133137836,38.9
1770290659213119895,44.6
1770290659233279791,42.7
1770290659273008594,40.3
1770290659293217764,43.6
1770290659313178349,39.4
1770290659353088942,42.2
1770290659373119152,42.2
1770290659433166120,38.9
1770290659453143397,41.3
1770290659473220974,42.7
1770290659513193116,40.3
1770290659533194836,43.2
1770290659613219772,38.9
1770290659653142331,41.7
1770290659673195916,40.3
1770290659693285020,39.4
1770290659753044788,39.4
1770290659813355221,42.7
1770290659833260449,42.2
1770290659873177010,38.5
1770290659892934059,41.7
1770290659953183789,40.8
1770290659973242944,43.6
1770290659993169694,42.2
1770290660033127096,39.4
1770290660053216007,41.3
1770290660093111305,40.3
1770290660133216269,41.7
1770290660173219706,38.9
1770290660193216693,44.1
1770290660213179750,42.7
1770290660253242191,41.7
1770290660273134900,44.6
1770290660293165427,41.3
1770290660333151041,44.1
1770290660353296893,42.7
1770290660393213166,42.2
1770290660413330701,39.4
1770290660513203117,44.1
1770290660553214990,39.4
1770290660573284309,42.7
1770290660632918763,41.7
1770290660653009567,42.7
1770290660693147174,38.5
1770290660773170174,39.9
1770290660793268126,38.5
1770290660813269791,41.3
1770290660913128878,42.7
1770290660953223693,38.9
1770290660993104778,40.8
1770290661013136680,38.5
1770290661073241217,40.8
1770290661093244449,38.5
1770290661113174423,39.4
1770290661153052040,40.3
1770290661173120415,39.4
1770290661213020368,40.3
1770290661233208728,42.2
1770290661293058226,41.7
1770290661313124760,39.9
1770290661373070800,41.3
1770290661433071695,38.5
1770290661452967806,41.3
1770290661473133982,42.7
1770290661513096882,41.3
1770290661533256041,40.8
