%time,field
1770290730172908065,42.7
1770290730212946822,44.1
1770290730232893995,40.3
1770290730252895788,43.6
1770290730292936325,43.2
1770290730312924093,39.9
1770290730392893554,42.2
1770290730432849339,42.7
1770290730452855668,39.4
1770290730472850656,39.4
1770290730512828733,38.5
1770290730593004062,38.9
1770290730613131635,38.5
1770290730653118507,40.8
1770290730672958491,41.7
1770290730692908495,39.4
1770290730732983685,40.8
1770290730772943368,42.2
1770290730812872256,44.1
1770290730832910813,40.3
1770290730852909366,40.3
1770290730913281064,40.8
1770290730952927194,42.2
1770290730972975681,42.7
1770290730992959381,38.5
1770290731033163104,39.4
1770290731072963818,40.3
1770290731112921969,40.3
1770290731132883831,38.5
1770290731173008005,38.9
1770290731192832713,42.2
1770290731212867254,41.3
1770290731272928236,40.8
1770290731292840220,44.6
1770290731332956417,39.9
1770290731412863825,43.6
1770290731512904157,40.8
1770290731552979418,43.6
1770290731592842826,43.2
1770290731632926235,41.7
1770290731652912588,41.7
1770290731673109391,41.3
1770290731733302071,42.7
1770290731753304012,38.9
1770290731792860147,43.2
1770290731813021391,41.7
1770290731852979031,40.3
1770290731932972608,42.2
1770290731952862631,43.2
1770290732012980527,42.2
1770290732032900285,44.6
1770290732112971546,42.7
1770290732152853742,39.9
1770290732172988136,40.8
1770290732193007803,38.9
1770290732233089097,42.2
1770290732253164965,40.8
1770290732312897471,39.4
1770290732372970488,41.7
1770290732392969754,40.8
1770290732412948334,40.8
1770290732452942666,39.9
1770290732472893803,40.8
1770290732492850245,38.9
1770290732552848969,41.3
1770290732572875776,39.4
1770290732672992489,40.3
1770290732692851400,39.9
1770290732712867936,40.8
1770290732753079542,43.6
1770290732792906921,39.4
1770290732832971091,39.9
1770290732852929584,38.9
1770290732912902357,42.7
1770290732932963316,39.9
1770290732972895488,40.8
1770290732992962592,38.9
1770290733013089620,40.8
1770290733053114206,38.5
1770290733152892633,42.7
1770290733172893401,39.4
1770290733232975718,41.3
1770290733273151746,41.7
1770290733293171845,42.2
1770290733312950758,39.4
1770290733352943083,42.7
1770290733373016631,38.9
1770290733433235649,43.2
1770290733493174577,40.3
1770290733512910167,41.3
1770290733532989449,39.4
1770290733593042750,41.3
1770290733613017574,42.7
1770290733653041706,40.3
1770290733772951795,41.7
1770290733873004113,40.8
1770290733893063175,41.7
1770290733913050534,43.2
1770290733953077108,41.7
1770290733973010679,43.2
1770290733992980655,40.8
1770290734033006656,42.2
1770290734052916567,39.4
1770290734092951310,39.9
1770290734133119009,43.6
1770290734173102826,39.9
1770290734193126271,42.2
1770290734212953768,40.3
1770290734252971158,38.5
1770290734333334939,40.3
1770290734353181405,38.9
1770290734413309766,42.7
1770290734433228185,39.9
1770290734493029820,43.2
1770290734552918040,41.3
1770290734572896803,39.4
1770290734592888605,41.3
1770290734633063018,42.7
1770290734653169398,42.2
1770290734693048279,39.4
1770290734713185030,42.7
1770290734793135793,41.7
1770290734813066807,40.8
1770290734853034862,39.4
1770290734873120742,42.2
1770290734893015438,43.2
1770290734933023411,40.8
1770290734953059210,39.4
1770290735013168202,41.7
1770290735033152683,42.2
1770290735093173017,38.9
1770290735113166564,42.7
1770290735153055177,42.2
1770290735172951321,43.2
1770290735212904244,41.3
1770290735232993249,43.2
1770290735252874159,44.6
1770290735313241539,43.6
1770290735333172959,39.9
1770290735413230937,41.7
1770290735453117042,40.8
1770290735473082770,39.9
1770290735493082148,42.2
1770290735533101165,40.8
1770290735613151349,41.7
1770290735633167651,42.7
1770290735673062653,42.7
1770290735693019440,42.2
1770290735713097900,44.6
1770290735753028149,45.0
1770290735773010602,41.3
1770290735813113375,42.2
1770290735833191716,39.4
1770290735893068619,43.2
1770290735913053162,43.6
1770290735973015859,40.8
1770290735993008334,43.6
1770290736013125788,40.8
1770290736053044740,42.2
1770290736073151688,40.3
1770290736113116509,41.3
1770290736153069231,40.3
1770290736213193270,38.9
1770290736233121469,41.7
1770290736293009345,42.2
1770290736312945015,39.4
1770290736352901374,39.4
1770290736452871063,45.0
1770290736492915424,41.7
1770290736533009326,41.3
1770290736572940873,42.7
1770290736612921448,38.9
1770290736652960677,43.2
1770290736672868299,39.9
1770290736692961050,38.9
1770290736732946489,42.2
1770290736752894695,40.3
1770290736792919625,39.4
1770290736812896978,43.2
1770290736832995612,38.9
1770290736913007673,42.7
1770290736972961453,42.2
1770290736992977191,42.2
1770290737032879200,41.3
1770290737052851841,42.7
1770290737092869322,38.9
1770290737112869392,42.2
1770290737173038741,39.9
1770290737193171891,42.2
1770290737213208691,39.9
1770290737253203937,40.8
1770290737272900510,41.3
1770290737313067334,42.7
1770290737333213255,38.9
1770290737393074429,41.7
1770290737413245146,41.7
1770290737433078879,38.5
1770290737473075225,41.7
1770290737493165487,42.7
1770290737513183179,43.2
1770290737553019014,41.3
1770290737572966716,40.3
1770290737612926586,39.9
1770290737632938094,41.7
1770290737653263761,39.9
1770290737693042650,40.3
1770290737773135107,41.7
1770290737793130074,40.8
1770290737833115856,41.7
1770290737853122378,41.7
1770290737913271204,43.2
1770290737953222222,42.2
1770290737993108934,41.7
1770290738013213976,41.7
1770290738033086813,39.4
1770290738073065146,41.7
1770290738093195215,39.4
1770290738153261329,42.2
1770290738173300985,39.4
1770290738233222335,42.7
1770290738313199260,43.6
1770290738333013145,40.8
1770290738373076248,41.7
1770290738393052757,43.6
1770290738413163857,41.3
1770290738452936486,41.7
1770290738472888913,43.2
1770290738513153698,39.9
1770290738553165761,40.3
1770290738613226315,38.9
1770290738633121549,42.2
1770290738673139934,38.9
1770290738693161824,41.3
1770290738752888186,41.7
1770290738813094286,41.7
1770290738833197702,40.8
1770290738893033706,40.3
1770290738913071883,41.7
1770290738973186968,39.4
1770290739013213416,39.9
1770290739053054477,41.3
1770290739072861861,40.8
1770290739153227758,40.3
1770290739193197248,39.9
1770290739213206183,40.8
1770290739233185188,42.2
1770290739313151981,43.6
1770290739352979709,41.3
1770290739372937961,44.1
1770290739413107217,43.6
1770290739433127015,41.3
1770290739453258688,39.9
1770290739493178106,41.7
1770290739533201825,40.8
1770290739573081574,42.2
1770290739593196353,42.7
1770290739633000412,40.3
1770290739673124206,42.7
1770290739713057497,43.2
1770290739733236884,43.6
1770290739793185875,41.3
1770290739813177393,45.0
1770290739893196580,40.3
1770290739933293216,44.1
1770290739953225400,39.9
1770290739973138278,40.3
1770290740013120651,38.9
1770290740032981100,41.3
1770290740093095551,40.8
1770290740113100727,39.4
1770290740133196939,41.7
1770290740173094686,39.4
1770290740193173444,43.2
1770290740233162618,41.3
1770290740253154326,40.3
1770290740273110106,40.3
1770290740313234758,40.3
1770290740332925151,42.2
1770290740353071793,43.6
1770290740473251730,41.7
1770290740493171655,40.8
1770290740533178666,42.7
1770290740553145106,42.2
1770290740613134060,39.4
1770290740633117906,44.6
1770290740653065762,41.7
1770290740693180340,43.2
1770290740713107786,38.9
1770290740753068019,41.7
1770290740773127830,41.7
1770290740793236439,44.1
1770290740833205841,41.7
1770290740853090432,40.3
1770290740873106339,41.7
1770290740933220793,44.1
1770290740973067432,40.8
1770290740993200841,43.2
1770290741013120088,40.3
1770290741053146326,40.8
1770290741093117874,41.7
1770290741133193813,41.7
1770290741173132605,40.3
1770290741212986358,40.8
1770290741233118596,39.9
1770290741293304481,40.3
1770290741313113611,39.4
1770290741373216268,43.2
1770290741393018323,39.4
1770290741433315599,42.7
1770290741453222695,44.1
1770290741473123979,39.4
1770290741513139315,42.2
1770290741533180887,44.6
1770290741573130589,42.7
1770290741593165181,42.7
1770290741613104783,40.8
1770290741653054437,42.2
1770290741673127261,42.7
1770290741693103444,42.2
1770290741733231889,39.4
1770290741753168421,40.8
1770290741793034237,43.6
1770290741813144568,43.2
1770290741833172678,42.7
1770290741873077737,42.2
1770290741893229758,41.3
1770290741913126944,38.9
1770290741973200497,40.3
1770290741993093814,43.2
1770290742033099351,39.4
1770290742173244311,39.4
1770290742193240982,41.3
1770290742293263030,42.2
1770290742332919036,43.2
1770290742373107014,39.9
1770290742413015703,41.7
1770290742432877945,40.8
1770290742473229952,43.2
1770290742493258494,43.2
1770290742513298233,40.8
1770290742553147480,43.2
1770290742593180029,42.2
1770290742632924880,42.2
1770290742653127388,39.4
1770290742693137254,42.2
1770290742713015007,41.3
1770290742733169995,42.7
1770290742773233314,42.7
1770290742813193587,43.2
1770290742873229585,40.8
1770290742893123911,41.3
1770290742953310738,39.9
1770290743013308209,40.3
1770290743033223042,41.3
1770290743073226589,43.2
1770290743093023729,43.6
1770290743113128310,40.8
1770290743173290614,43.6
1770290743193153275,41.7
1770290743233025685,38.9
1770290743253236080,41.3
1770290743313144608,39.4
1770290743332989768,44.6
1770290743393199351,40.3
1770290743413138143,41.7
1770290743453138742,40.8
1770290743473205970,39.4
1770290743493049311,40.8
1770290743533127556,41.7
1770290743553155158,41.3
1770290743592984056,42.7
1770290743613132227,40.3
1770290743633160032,39.9
1770290743673075838,40.8
1770290743693237787,39.4
1770290743753219174,41.7
1770290743813207594,42.2
1770290743833135110,43.6
1770290743853260281,40.3
1770290743893191877,39.4
1770290743913162423,39.4
1770290743993288684,42.7
1770290744013282234,41.3
1770290744053190123,39.4
1770290744073138868,42.7
1770290744113070174,42.7
1770290744213272529,44.1
1770290744353171049,41.7
1770290744393205592,38.9
1770290744433107856,43.6
1770290744453213352,43.2
1770290744493172952,43.2
1770290744513209097,43.2
1770290744533159550,44.1
1770290744573156783,40.3
1770290744593172981,43.6
1770290744613124797,41.7
1770290744653212793,44.1
1770290744713295259,42.7
1770290744733160130,42.2
1770290744793148443,44.1
1770290744873145139,40.8
1770290744893268040,41.7
1770290744913126586,38.5
1770290744973207496,41.7
1770290744993113738,42.7
1770290745033163123,42.2
1770290745053182719,44.1
1770290745093191819,39.4
1770290745133227385,41.7
1770290745193135275,39.4
1770290745213319334,39.4
1770290745253146811,38.5
1770290745273099941,38.5
1770290745333311840,43.6
1770290745353297588,38.9
1770290745393190040,42.2
1770290745473163576,40.8
1770290745493036281,42.2
1770290745513078344,43.6
1770290745613087971,40.8
1770290745633191654,41.7
1770290745653257911,38.9
1770290745693179194,44.6
1770290745713009130,43.6
1770290745773171961,39.9
1770290745793302389,40.8
1770290745853323439,41.3
1770290745873089550,41.7
1770290745913066673,42.7
1770290745933252141,41.3
1770290745993285800,41.3
1770290746033192581,39.9
1770290746072874135,39.9
1770290746092960053,40.8
1770290746112971845,40.3
1770290746153187103,43.6
1770290746172954432,40.3
1770290746213127707,38.9
1770290746233188633,38.9
1770290746253220862,42.7
1770290746293170636,40.3
1770290746333235554,39.9
1770290746393293752,44.6
1770290746433157678,41.3
1770290746533325351,42.2
1770290746593125080,42.2
1770290746613172220,39.9
1770290746633177244,41.7
1770290746673099742,40.3
1770290746753329560,40.8
1770290746813136012,39.9
1770290746853236726,38.9
1770290746913164574,44.6
1770290746933314285,40.8
1770290746973092284,38.5
1770290747033203030,41.3
1770290747073140523,44.1
1770290747113090425,43.6
1770290747193123550,42.7
1770290747213171783,41.7
1770290747273107939,44.6
1770290747293234004,44.1
1770290747313125403,41.3
1770290747353138653,40.8
1770290747373096781,41.3
1770290747413124112,42.2
1770290747433285613,39.9
1770290747453110793,40.8
1770290747493188311,42.7
1770290747533207751,44.6
1770290747573166634,41.3
1770290747593197228,40.3
1770290747633189557,41.7
1770290747653232139,41.7
1770290747673161983,43.6
1770290747713132860,41.3
1770290747733276620,38.9
1770290747753053132,42.2
1770290747793031495,41.3
1770290747813141959,43.6
1770290747893227946,44.6
1770290747933256241,41.3
1770290747953164354,43.6
1770290747973151936,39.9
1770290748013121471,41.7
1770290748033258589,39.4
1770290748053066021,38.9
1770290748093081047,39.4
1770290748113117730,40.3
1770290748173222305,42.2
1770290748233152639,43.6
1770290748253163774,39.9
1770290748273125049,39.9
1770290748313207454,42.7
1770290748353071037,39.9
1770290748392989895,42.2
1770290748413269518,43.6
1770290748473203061,39.4
1770290748493048818,45.0
1770290748553214183,41.3
1770290748573175960,41.7
1770290748613013597,40.3
1770290748653294329,43.2
1770290748693112567,38.5
1770290748713172926,43.2
1770290748753038330,42.7
1770290748773263816,35.6
1770290748833275900,39.9
1770290748853238337,40.8
1770290748873178385,39.9
1770290748913145644,42.7
1770290748933281044,42.7
1770290748953200418,40.8
1770290748993049406,41.3
1770290749013133437,42.7
1770290749073246245,44.6
1770290749093124944,46.0
1770290749133187626,42.2
1770290749153249082,39.9
1770290749253308125,42.2
1770290749293167478,42.7
1770290749313139584,43.2
1770290749353104038,41.3
1770290749373313969,38.9
1770290749393131993,44.1
1770290749433126574,40.8
1770290749453129014,39.4
1770290749473187972,40.8
1770290749533200366,41.7
1770290749593198704,39.9
1770290749613197521,41.7
1770290749653217778,39.9
1770290749673251391,44.1
1770290749693168637,38.9
1770290749733116698,39.4
1770290749753098162,39.9
1770290749773208973,43.2
1770290749873057217,43.2
1770290749913190486,42.7
1770290749993208116,39.9
1770290750073305132,44.1
1770290750113064898,40.3
1770290750133216937,39.9
1770290750173113220,39.9
1770290750192985385,40.3
1770290750213242835,40.3
1770290750273180306,41.3
1770290750293177711,40.8
1770290750333169736,42.7
1770290750353080268,42.7
1770290750373102637,39.4
1770290750413190919,41.3
1770290750433300784,39.9
1770290750473098697,44.6
1770290750493286760,41.3
1770290750513171054,41.3
1770290750573214525,40.3
1770290750593252918,39.4
1770290750653162577,42.7
1770290750713207370,38.9
1770290750733318945,41.3
1770290750773107831,44.1
1770290750793202435,39.4
1770290750873320608,39.9
1770290750893324109,41.3
1770290750953169578,38.9
1770290750973257172,44.1
1770290751033067582,41.7
1770290751093328533,40.8
1770290751153135875,42.2
1770290751193226272,42.7
1770290751233120537,42.7
1770290751253067300,44.1
1770290751333296470,38.9
1770290751393231967,41.3
1770290751413200538,40.3
1770290751473246444,42.7
1770290751493152956,40.8
1770290751533006574,42.7
1770290751553047976,43.2
1770290751633283939,42.7
1770290751673106028,40.3
1770290751693139918,40.8
1770290751713064141,38.5
1770290751773222107,40.8
1770290751793256091,42.7
1770290751853154244,42.2
1770290751913188646,40.8
1770290751933282948,40.3
1770290751972955562,41.7
1770290751993250488,46.0
1770290752013120786,41.3
1770290752053181449,41.7
1770290752093257372,39.9
1770290752153174232,39.9
1770290752213318024,41.7
1770290752233248616,42.2
1770290752273108869,41.3
1770290752313157128,42.2
1770290752373221803,38.9
1770290752453274789,41.3
1770290752513037109,41.3
1770290752533016722,43.2
1770290752593214249,40.3
1770290752613146100,40.8
1770290752653075718,41.3
1770290752673223625,38.9
1770290752693194932,40.3
1770290752733004156,41.7
1770290752752867469,40.3
1770290752773130998,43.2
1770290752813103410,45.5
1770290752833305156,41.7
1770290752873142304,42.2
1770290752913168568,41.7
1770290752953029416,39.4
1770290753053242232,43.2
1770290753113268228,41.7
1770290753173130817,40.8
1770290753273171649,42.2
1770290753332978570,42.7
1770290753352951082,40.3
1770290753373156117,39.4
1770290753413234396,44.6
1770290753453211031,42.7
1770290753513182465,43.6
1770290753553071507,44.6
1770290753573195303,41.7
1770290753633108749,38.9
1770290753673203442,41.7
1770290753713087522,43.2
1770290753733185633,39.4
1770290753773223248,43.2
1770290753793221535,43.6
1770290753852975081,44.1
1770290753872971571,43.2
1770290753933088617,40.8
1770290753973227255,42.7
1770290754013178614,38.9
1770290754033091374,43.2
1770290754093160532,41.7
1770290754113031537,43.2
1770290754152941065,40.8
1770290754193107038,43.6
1770290754233040688,38.9
1770290754252915236,43.6
1770290754293109167,39.9
1770290754333196684,42.2
1770290754373009100,38.0
1770290754393104399,40.3
1770290754453069168,38.9
1770290754493194339,42.7
1770290754532982890,43.2
1770290754552961925,42.7
1770290754613289531,39.4
1770290754673137520,41.7
1770290754713261994,38.9
1770290754753088012,39.9
1770290754773019458,40.8
1770290754793156145,41.3
1770290754893100945,38.9
1770290754913193488,39.9
1770290754933156072,43.2
1770290754993148747,41.3
1770290755053034414,40.3
1770290755072962549,42.2
1770290755153207084,39.9
1770290755192929335,43.6
1770290755213065749,40.3
1770290755233094810,43.2
1770290755273071394,44.6
1770290755353222872,40.3
1770290755373133349,41.7
1770290755393137747,40.8
1770290755433025632,42.7
1770290755452931998,41.7
1770290755493279991,40.3
1770290755573230320,43.2
1770290755613209254,42.7
1770290755653003656,42.7
1770290755673032931,43.2
1770290755693036937,40.8
1770290755733169712,41.3
1770290755813217460,39.9
1770290755833095619,44.6
1770290755893214864,41.3
1770290755913248362,42.2
1770290755953274674,43.2
1770290756033213890,43.2
1770290756053188800,41.7
1770290756133342593,38.9
1770290756173123168,41.7
1770290756193002258,43.2
1770290756253000065,40.8
1770290756272867491,39.9
1770290756293056607,38.9
1770290756333237146,42.2
1770290756373271541,40.3
1770290756413109089,43.2
1770290756473144090,43.6
1770290756493028740,42.2
1770290756513025158,42.2
1770290756573154061,43.6
1770290756593200165,39.9
1770290756633087175,44.6
1770290756653214831,41.7
1770290756673138750,40.8
1770290756733228178,42.2
1770290756753188474,40.8
1770290756813180962,40.8
1770290756852959291,41.7
1770290756873019138,39.9
1770290756953276811,41.3
1770290757013159587,43.6
1770290757033041621,43.6
1770290757053145544,38.9
1770290757093099508,39.9
1770290757153123661,42.2
1770290757173082057,42.7
1770290757192993927,40.3
1770290757253287126,43.2
1770290757313075155,41.3
1770290757353170888,43.2
1770290757393143225,40.3
1770290757412978659,38.9
1770290757453016138,38.5
1770290757472964648,43.2
1770290757493014919,40.3
1770290757553317394,39.9
1770290757573152579,41.3
1770290757633295512,43.2
1770290757653062292,42.7
1770290757693185543,41.3
1770290757713070994,43.6
1770290757753067418,43.2
1770290757773199652,43.6
1770290757833135718,39.9
1770290757853026013,38.5
1770290757873111298,40.3
1770290757913044714,39.9
1770290757933131283,38.5
1770290757973134142,41.3
1770290758013181098,40.8
1770290758093219802,40.3
1770290758133050906,39.9
1770290758153190885,42.7
1770290758173119974,41.7
1770290758213040174,39.4
1770290758233196199,43.6
1770290758293140331,39.4
1770290758313073938,41.7
1770290758352947654,42.7
1770290758373096113,41.3
1770290758393011151,39.4
1770290758453280208,41.7
1770290758533267012,40.3
1770290758593244832,44.6
1770290758613045370,43.6
1770290758652981354,39.9
1770290758693167726,40.8
1770290758733047715,41.7
1770290758753103688,40.3
1770290758773116294,41.7
1770290758813103417,39.9
1770290758833198549,41.3
1770290758872987215,42.2
1770290758892940764,40.8
1770290758913083104,41.3
1770290758973172573,43.2
1770290759053264483,40.3
1770290759093289490,40.8
1770290759113138921,40.8
1770290759133176549,42.7
1770290759173162314,41.3
1770290759253095376,41.3
1770290759273083506,40.8
1770290759293140091,42.2
1770290759333144917,42.2
1770290759393073883,41.7
1770290759413093898,40.8
1770290759433126046,42.2
1770290759493207591,40.8
1770290759513091087,40.3
1770290759553095944,41.7
1770290759573306570,44.6
1770290759593076570,42.7
1770290759633260318,39.4
1770290759653266106,43.6
1770290759693250272,43.2
1770290759713114446,38.5
1770290759773176871,39.4
1770290759813072781,41.3
1770290759913143454,38.9
1770290759933209234,42.2
1770290759953128797,40.8
1770290759993096290,41.3
1770290760033266360,41.3
1770290760073198545,43.2
1770290760093178224,42.7
1770290760113130581,40.8
1770290760153137658,43.2
1770290760173210063,39.9
1770290760213121877,39.9
1770290760253269172,39.9
1770290760313240338,39.4
1770290760333196600,40.8
1770290760373093262,40.3
1770290760513235018,40.3
1770290760533238988,38.9
1770290760593187448,41.7
1770290760613313670,42.2
1770290760673247979,41.7
1770290760693220044,42.2
1770290760753088510,41.7
1770290760773042575,41.3
1770290760793159848,41.3
1770290760832952412,41.7
1770290760853268510,40.8
1770290760893203947,41.3
1770290760933188550,40.8
1770290760973122571,41.7
1770290760993120666,42.7
1770290761013162121,42.2
1770290761053133900,41.3
1770290761133183128,40.3
1770290761153085427,42.7
1770290761193067752,38.9
1770290761213167774,41.7
1770290761233073687,42.7
1770290761273108890,39.9
1770290761293124184,40.8
1770290761312981087,40.3
1770290761373091359,41.7
1770290761413134273,39.4
1770290761433092773,41.7
1770290761453215027,39.9
1770290761493128614,39.9
1770290761573225904,38.9
1770290761613272943,39.9
1770290761753312109,42.2
1770290761793051317,39.9
1770290761813110964,40.8
1770290761993271590,44.6
1770290762053218034,41.3
1770290762093170984,38.9
1770290762113244219,41.3
1770290762133143733,43.2
1770290762173050739,38.9
1770290762193146508,43.2
1770290762213075292,39.9
1770290762253054388,41.7
1770290762273034395,43.6
1770290762333241111,42.2
1770290762353163527,41.3
1770290762413296196,41.3
1770290762433056905,39.9
1770290762473149622,42.7
1770290762493135992,42.7
1770290762533077285,39.9
1770290762573213202,39.9
1770290762653174225,40.8
1770290762713345497,43.2
1770290762773237096,40.8
1770290762793162353,42.2
1770290762813141544,38.9
1770290762852884125,38.5
1770290762873034444,42.7
1770290762912954238,44.1
1770290762932927838,43.2
1770290762993077289,42.2
1770290763013211092,39.4
1770290763073162131,40.3
1770290763093154222,43.2
1770290763133131567,41.7
1770290763153112941,41.7
1770290763173025507,40.3
1770290763213151767,38.9
1770290763233251759,41.3
1770290763253085603,39.4
1770290763313143784,38.9
1770290763332958470,44.1
1770290763373076203,43.6
1770290763393063566,42.7
1770290763453308535,44.6
1770290763473199853,39.9
1770290763513032940,40.3
1770290763533194971,41.7
1770290763553130233,40.8
1770290763592940964,41.7
1770290763612909642,43.6
1770290763653059300,41.7
1770290763673144721,42.2
1770290763733195819,39.9
1770290763753180315,41.3
1770290763773123331,42.7
1770290763813243648,42.7
1770290763833255226,39.9
1770290763853132907,38.9
1770290763913194249,42.7
1770290763953252445,42.7
1770290763973029354,40.8
1770290763993062714,38.9
1770290764033184059,40.3
1770290764073144766,43.2
1770290764133312055,41.7
1770290764193305233,44.6
1770290764213159462,44.1
1770290764253102555,43.6
1770290764273174877,44.6
1770290764293040991,42.2
1770290764353230320,43.2
1770290764373122431,41.7
1770290764413106153,38.0
1770290764492916333,38.0
1770290764512842438,44.6
1770290764573323420,39.4
1770290764633296284,41.7
1770290764652975430,39.4
1770290764673090876,42.7
1770290764753159448,39.4
1770290764792896320,43.2
1770290764812945028,39.4
1770290764853083565,41.3
1770290764873179944,43.2
1770290764893123618,39.9
1770290764933229529,43.6
1770290764973074468,42.7
1770290765013086788,39.4
1770290765033131474,40.3
1770290765073070491,39.4
1770290765153149642,42.2
1770290765173325227,42.2
1770290765193125616,41.7
1770290765253308075,39.9
1770290765273155239,39.9
1770290765333278702,42.2
1770290765373073631,42.7
1770290765393172493,40.3
1770290765413167664,39.4
1770290765453128294,39.4
1770290765473103183,42.2
1770290765493133444,39.4
1770290765533182940,41.3
1770290765553073651,41.7
1770290765613185695,43.6
1770290765693315788,40.3
1770290765753022510,44.1
1770290765793176906,42.2
1770290765833081007,42.2
1770290765873248853,42.2
1770290765933261382,39.9
1770290765973097739,42.7
1770290766053157425,40.8
1770290766093206872,43.6
1770290766153209916,40.3
1770290766193129599,43.2
1770290766213194172,41.3
1770290766233193624,40.3
1770290766273233117,42.7
1770290766353197984,39.4
1770290766373194822,39.9
1770290766453229585,38.9
1770290766493270977,43.2
1770290766533279567,40.8
1770290766573244130,40.3
1770290766653073243,41.7
1770290766673026091,42.2
1770290766693144823,44.1
1770290766733172979,44.1
1770290766753194776,38.5
1770290766833341450,44.1
1770290766893311882,43.2
1770290766913211463,40.8
1770290766953205188,41.3
1770290767093279555,40.8
1770290767113165985,43.6
1770290767133263541,39.9
1770290767173139692,42.7
1770290767193286479,39.9
1770290767213101537,44.1
1770290767253113188,39.4
1770290767273102786,41.7
1770290767293183264,42.2
1770290767333243106,41.3
1770290767353148969,41.7
1770290767393167853,39.4
1770290767413195423,38.5
1770290767433194456,40.8
1770290767493233602,40.8
1770290767513235635,38.9
1770290767553121939,39.9
1770290767573058582,41.7
1770290767613230965,39.4
1770290767633219841,40.8
1770290767733257107,40.8
1770290767773009927,41.3
1770290767792948744,43.6
1770290767913165767,43.6
1770290767933301400,44.1
1770290767992940955,42.2
1770290768012940404,40.3
1770290768033138957,42.7
1770290768093323600,42.7
1770290768113231136,40.8
1770290768153080326,41.7
1770290768233325714,42.7
1770290768253215901,43.2
1770290768293192769,41.7
1770290768333093274,42.2
1770290768393257871,42.7
1770290768413223173,40.3
1770290768453155340,42.2
1770290768473266144,41.7
1770290768533314843,44.1
1770290768593102662,39.9
1770290768633251654,41.3
1770290768673164076,40.3
1770290768713209186,42.7
1770290768753023153,41.7
1770290768773115447,39.9
1770290768833292988,42.7
1770290768853237941,41.7
1770290768893205247,38.5
1770290768913087329,42.7
1770290768933202142,40.8
1770290768973100817,39.9
1770290768993181724,44.1
1770290769053226177,41.7
1770290769093239804,40.3
1770290769153281351,40.3
1770290769193120363,38.9
1770290769213229449,39.4
1770290769233151633,41.7
1770290769293217094,40.8
1770290769313211868,41.7
1770290769353139588,42.7
1770290769373036647,38.5
1770290769393174791,40.8
1770290769433253371,43.2
1770290769453171435,44.1
1770290769493203641,45.0
1770290769513155674,45.5
1770290769533183257,40.8
1770290769573049041,42.7
1770290769593123382,38.9
1770290769613257808,38.9
1770290769652939920,42.7
1770290769713121003,40.8
1770290769733200971,38.9
1770290769753237290,39.9
1770290769792929196,40.8
1770290769813072651,39.4
1770290769833184871,41.7
1770290769893187527,41.3
1770290769913178870,39.9
1770290769953059239,41.3
1770290770033298308,39.4
1770290770053171949,41.7
1770290770093107657,42.2
1770290770113125808,40.3
1770290770173162794,44.1
1770290770193156431,41.3
1770290770213265447,43.2
1770290770293138165,42.2
1770290770333203655,39.4
1770290770353217905,43.2
1770290770433321280,38.9
1770290770493326615,41.7
1770290770513255359,43.6
1770290770553110667,42.2
1770290770572984731,43.2
1770290770613138699,42.2
1770290770653190572,42.2
1770290770693026022,43.6
1770290770713125696,42.7
1770290770733168671,39.9
1770290770773061985,40.8
1770290770793055699,41.7
1770290770812998564,43.6
1770290770853141032,43.6
1770290770873185659,40.3
1770290770913110113,38.9
1770290770933177260,40.3
1770290770953220194,41.3
1770290770993122428,43.2
1770290771013276547,43.2
1770290771073232804,42.2
1770290771093231168,43.6
1770290771133122907,40.8
1770290771153210617,40.8
1770290771173168281,41.3
1770290771233241320,41.7
1770290771313258515,40.8
1770290771353162030,39.4
1770290771373145410,41.3
1770290771393097049,38.9
1770290771433095206,38.9
1770290771453300004,41.3
1770290771473246639,39.4
1770290771513065477,41.3
1770290771533131523,39.4
1770290771593280407,41.3
1770290771613153418,43.6
1770290771653202276,42.7
1770290771673284867,39.4
1770290771693082182,41.7
1770290771753292836,40.3
1770290771773208322,42.7
1770290771813112288,38.5
1770290771833269687,40.3
1770290771853176694,39.9
1770290771893025907,41.3
1770290771913119182,41.7
1770290771953126843,41.7
1770290771973089737,41.3
1770290771993310062,40.8
1770290772033046333,44.1
1770290772053259739,41.3
1770290772173069968,43.2
1770290772193297033,40.8
1770290772213179078,39.9
1770290772253172093,40.8
1770290772273088833,42.7
1770290772353336888,38.9
1770290772373346625,42.2
1770290772413162245,42.2
1770290772433259259,41.7
1770290772473206046,42.2
1770290772493270730,41.3
1770290772553222259,39.9
1770290772593251507,43.6
1770290772633168178,40.8
1770290772653205837,42.2
1770290772673281225,42.2
1770290772733229110,43.2
1770290772793324564,39.9
1770290772813164674,42.7
1770290772853247654,39.4
1770290772893177926,40.8
1770290772933202062,42.2
1770290772953240551,39.4
1770290773013273924,40.3
1770290773073100245,38.5
1770290773093212976,42.2
1770290773113128807,43.2
1770290773153146901,43.2
1770290773173129153,44.6
1770290773193127243,42.7
1770290773233093243,40.3
1770290773253187093,41.7
1770290773293054359,40.3
1770290773313107237,39.4
1770290773373100032,38.5
1770290773393159311,41.7
1770290773453123716,40.8
1770290773473172445,40.8
1770290773493194743,40.3
1770290773553231257,40.8
1770290773613229948,39.9
1770290773673224397,40.3
1770290773693210674,38.5
1770290773713144725,41.7
1770290773773154647,42.2
1770290773833304036,41.7
1770290773913231383,42.7
