%time,field.angle,field.distance
1770290705193255726,82.5,38.9
1770290705213191847,90.0,41.7
1770290705253139910,90.0,42.2
1770290705273313175,90.0,41.7
1770290705313045785,90.0,39.9
1770290705333135909,90.0,39.4
1770290705353140553,90.0,40.3
1770290705413107582,90.0,42.7
1770290705433244174,90.0,43.2
1770290705473066015,90.0,42.7
1770290705553231620,90.0,42.2
1770290705573238279,90.0,44.6
1770290705613072518,90.0,40.8
1770290705653197523,90.0,43.2
1770290705693107640,90.0,42.2
1770290705713181693,90.0,42.2
1770290705733081593,90.0,38.5
1770290705773047438,90.0,41.3
1770290705853173201,90.0,40.8
1770290705913037792,90.0,42.2
1770290705932977644,90.0,38.0
1770290705953189353,90.0,42.7
1770290705993090006,90.0,43.6
1770290706013135995,80.8,42.2
1770290706032977168,84.3,40.3
1770290706073131017,77.7,42.2
1770290706093087675,81.2,42.2
1770290706133177088,90.0,41.3
1770290706153131659,80.7,43.2
1770290706173121543,90.0,38.9
1770290706213093934,90.0,40.3
1770290706233198451,90.0,41.7
1770290706313336693,85.1,44.1
1770290706393224569,90.0,42.2
1770290706432948843,90.0,38.0
1770290706473125358,90.0,40.3
1770290706513094014,90.0,42.7
1770290706593234155,78.5,42.7
1770290706613172337,90.0,40.8
1770290706653096445,90.0,42.2
1770290706672929024,90.0,41.7
1770290706693145284,90.0,41.7
1770290706733104419,90.0,38.5
1770290706753118087,84.4,40.8
1770290706813024288,90.0,41.3
1770290706853116362,90.0,38.5
1770290706913194962,90.0,41.7
1770290706953060008,90.0,45.0
1770290706973087107,90.0,40.8
1770290706993235423,82.4,41.7
1770290707033098251,87.0,43.6
1770290707052932541,90.0,42.7
1770290707073108884,90.0,40.8
1770290707133121638,90.0,40.3
1770290707153024767,90.0,41.7
1770290707213232856,90.0,38.9
1770290707253129131,90.0,37.5
1770290707293230909,90.0,43.2
1770290707333160281,90.0,42.2
1770290707352925335,90.0,43.6
1770290707373020187,87.5,40.8
1770290707413186082,90.0,39.4
1770290707493365921,90.0,40.8
1770290707513246783,90.0,39.9
1770290707553032915,90.0,42.2
1770290707573039234,90.0,44.1
1770290707593258917,90.0,41.7
1770290707633269784,90.0,40.3
1770290707653097460,87.2,42.7
1770290707673205745,90.0,41.3
1770290707753177883,90.0,41.7
1770290707813199983,76.3,43.6
1770290707853105947,90.0,43.6
1770290707873147466,78.0,41.7
1770290707893242480,90.0,42.2
1770290707933158300,89.1,40.3
1770290707953139874,84.6,42.7
1770290707973060941,90.0,41.7
1770290708013022188,90.0,43.2
1770290708093334905,90.0,40.8
1770290708113320934,90.0,38.5
1770290708153089410,90.0,39.9
1770290708173082743,90.0,42.2
1770290708193255702,90.0,42.2
1770290708253212743,90.0,40.3
1770290708273201092,90.0,39.4
1770290708313080493,90.0,40.3
1770290708333078249,90.0,45.5
1770290708413268282,90.0,40.3
1770290708453141137,77.8,41.3
1770290708472952706,90.0,38.9
1770290708493054177,79.0,41.7
1770290708553154571,90.0,43.6
1770290708573129693,90.0,38.9
1770290708613060362,90.0,44.6
1770290708633143580,90.0,42.7
1770290708653099522,90.0,38.5
1770290708693039104,84.3,38.9
1770290708713116128,90.0,41.3
1770290708753039622,90.0,41.7
1770290708773076336,90.0,40.8
1770290708793148490,90.0,39.4
1770290708833048931,77.1,43.2
1770290708873114456,90.0,42.2
1770290708913180274,90.0,42.7
1770290708933081757,90.0,40.8
1770290708953119191,90.0,41.3
1770290708993174915,90.0,40.3
1770290709013077031,90.0,43.6
1770290709053109304,90.0,43.2
1770290709073120897,77.5,40.8
1770290709093064686,90.0,40.8
1770290709133090599,90.0,38.9
1770290709153226676,90.0,45.0
1770290709213189801,90.0,43.6
1770290709233128026,90.0,45.5
1770290709293150651,90.0,41.7
1770290709313296042,90.0,39.4
1770290709353159792,90.0,41.3
1770290709373190562,90.0,42.7
1770290709433044578,81.2,41.3
1770290709473203491,90.0,42.2
1770290709533149270,90.0,42.7
1770290709593150991,90.0,42.7
1770290709613234721,90.0,43.6
1770290709653098590,90.0,42.7
1770290709673097555,90.0,42.2
1770290709773114650,90.0,42.7
1770290709813187347,90.0,39.4
1770290709853141635,90.0,39.9
1770290709893078578,90.0,38.9
1770290709913079605,90.0,42.2
1770290709993318090,90.0,42.2
1770290710053107068,90.0,42.2
1770290710073150183,90.0,39.4
1770290710113158622,90.0,42.2
1770290710153136173,90.0,39.9
1770290710193209099,90.0,38.0
1770290710213261726,90.0,42.7
1770290710273239806,88.3,42.7
1770290710453290531,90.0,42.7
1770290710493125517,90.0,41.3
1770290710553123004,90.0,38.5
1770290710593302873,90.0,39.4
1770290710653302551,82.7,38.5
1770290710673231006,82.5,42.7
1770290710713118595,90.0,39.4
1770290710813222921,90.0,39.4
1770290710873180278,90.0,42.2
1770290710893301200,89.1,42.2
1770290710953368307,90.0,41.7
1770290711033233378,90.0,41.7
1770290711053153090,90.0,39.4
1770290711093015593,90.0,38.9
1770290711133240809,90.0,40.8
1770290711173124440,90.0,38.9
1770290711193233277,83.9,40.8
1770290711253317415,85.0,38.9
1770290711273229219,90.0,38.9
1770290711333294749,90.0,41.7
1770290711353031906,90.0,40.3
1770290711393264368,90.0,41.7
1770290711433245843,85.5,39.9
1770290711473051710,90.0,40.3
1770290711493144992,90.0,38.9
1770290711533095137,82.9,42.2
1770290711552976153,82.3,39.9
1770290711573078818,90.0,41.3
1770290711613086261,90.0,41.3
1770290711633024559,81.2,42.7
1770290711653214543,90.0,43.6
1770290711713221724,90.0,39.4
1770290711753124395,90.0,43.6
1770290711793166651,90.0,42.7
1770290711853254848,90.0,40.8
1770290711913151459,90.0,43.2
1770290711933137198,90.0,41.7
1770290711953255636,90.0,39.4
1770290712013292026,90.0,38.5
1770290712093185720,90.0,41.7
1770290712133200492,90.0,44.1
1770290712153184909,80.2,40.3
1770290712173182605,90.0,40.3
1770290712233279571,90.0,42.7
1770290712253163494,90.0,44.1
1770290712313311263,90.0,43.2
1770290712353141668,90.0,41.7
1770290712373130087,81.7,40.8
1770290712393227985,90.0,43.2
1770290712432968663,79.5,42.2
1770290712452906293,90.0,39.4
1770290712513104549,90.0,40.3
1770290712533179580,90.0,40.8
1770290712553181884,90.0,39.4
1770290712613129695,90.0,39.9
1770290712653096672,90.0,42.2
1770290712673186330,90.0,43.6
1770290712733108544,90.0,40.8
1770290712753167061,90.0,41.3
1770290712813314566,90.0,40.3
1770290712833026774,90.0,40.3
1770290712873227253,90.0,39.4
1770290712893099140,83.4,41.3
1770290712953094433,90.0,44.6
1770290712973180452,90.0,41.3
1770290712993177944,90.0,44.6
1770290713033241370,90.0,39.4
1770290713052964151,84.6,39.9
1770290713073148504,77.5,41.7
1770290713113160049,90.0,40.3
1770290713133161407,90.0,43.2
1770290713213312326,90.0,38.9
1770290713253088459,84.6,41.7
1770290713273100258,90.0,38.9
1770290713333258743,90.0,41.3
1770290713373198180,90.0,41.3
1770290713433218436,87.4,39.4
1770290713453175613,90.0,40.3
1770290713493051899,90.0,41.7
1770290713513024784,90.0,38.0
1770290713553093467,90.0,41.3
1770290713573040872,90.0,41.7
1770290713593072578,90.0,41.7
1770290713633058342,90.0,41.7
1770290713673220415,90.0,38.9
1770290713713129548,90.0,42.2
1770290713733191471,83.3,40.8
1770290713813315335,90.0,42.7
1770290713853135652,90.0,40.3
1770290713873138159,90.0,43.6
1770290713893187764,90.0,42.2
1770290713933178373,90.0,39.4
1770290713953157196,90.0,39.9
1770290713973177018,80.5,42.7
1770290714013240042,90.0,38.9
1770290714033184668,90.0,43.2
1770290714073126418,90.0,41.7
1770290714093137555,90.0,44.1
1770290714153109805,90.0,40.3
1770290714173012259,90.0,39.4
1770290714193172297,90.0,44.1
1770290714233237905,90.0,42.2
1770290714253174274,90.0,40.8
1770290714273137384,90.0,40.8
1770290714313111165,90.0,41.7
1770290714333139284,90.0,39.9
1770290714373146228,90.0,40.8
1770290714453102684,90.0,39.9
1770290714473135382,78.7,40.3
1770290714493127833,90.0,39.4
1770290714533131824,90.0,42.7
1770290714553114392,90.0,39.9
1770290714593039431,90.0,40.8
1770290714633211958,90.0,40.3
1770290714713316314,81.0,40.8
1770290714753184819,80.2,41.7
1770290714773192998,90.0,42.2
1770290714793048460,90.0,42.7
1770290714853087676,90.0,40.3
1770290714873143608,90.0,43.2
1770290714912992934,90.0,43.2
1770290714932974367,90.0,40.3
1770290714973021285,90.0,43.6
1770290715013170429,76.5,41.7
1770290715053071589,90.0,39.4
1770290715093161312,90.0,38.9
1770290715133115103,90.0,41.3
1770290715153180405,90.0,39.9
1770290715193063363,90.0,44.1
1770290715233159528,90.0,40.8
1770290715273167337,90.0,40.8
1770290715293152343,85.2,40.3
1770290715313164375,90.0,38.9
1770290715373138918,90.0,38.9
1770290715433194096,90.0,44.6
1770290715453288079,90.0,43.6
1770290715493082522,90.0,39.9
1770290715533202882,86.8,43.2
1770290715593235853,80.5,38.5
1770290715613153028,90.0,42.7
1770290715653209572,90.0,40.8
1770290715693266469,79.6,45.0
1770290715733206190,90.0,40.3
1770290715753088332,90.0,42.7
1770290715793087290,81.1,42.2
1770290715813113962,90.0,41.7
1770290715833275592,90.0,42.2
1770290715873140841,90.0,39.9
1770290715893240819,90.0,41.7
1770290715913041814,90.0,38.0
1770290715973185827,90.0,40.3
1770290716033322661,90.0,38.5
1770290716053205210,90.0,42.7
1770290716093062166,90.0,39.9
1770290716213265734,90.0,43.6
1770290716253045459,86.8,40.3
1770290716273011938,78.6,38.9
1770290716313058026,90.0,43.2
1770290716333094593,90.0,41.7
1770290716353145239,90.0,40.8
1770290716393042595,83.7,43.2
1770290716412918070,90.0,42.7
1770290716432932327,84.1,44.6
1770290716473090192,90.0,42.2
1770290716553270191,90.0,41.7
1770290716613141853,90.0,40.3
1770290716633127670,90.0,39.9
1770290716653154844,90.0,41.3
1770290716692909693,90.0,41.3
1770290716733019975,90.0,41.3
1770290716773060185,90.0,40.8
1770290716793294846,90.0,42.7
1770290716813190238,90.0,39.9
1770290716873180664,90.0,41.7
1770290716913088297,90.0,39.4
1770290716933209191,90.0,41.7
1770290716953201579,85.1,40.8
1770290716993148255,90.0,41.7
1770290717013279937,90.0,40.3
1770290717033134126,90.0,44.1
1770290717093211968,90.0,39.9
1770290717133057775,90.0,40.8
1770290717153086377,90.0,41.7
1770290717213130377,90.0,43.2
1770290717233131812,90.0,40.8
1770290717253130505,90.0,39.4
1770290717313266435,90.0,42.7
1770290717353138230,90.0,39.9
1770290717373097632,90.0,42.2
1770290717393153586,90.0,41.3
1770290717452973096,90.0,40.8
1770290717513118396,90.0,38.5
1770290717533277008,90.0,42.7
1770290717553082318,90.0,38.5
1770290717593078077,90.0,43.6
1770290717613132590,90.0,40.8
1770290717653100283,90.0,43.6
1770290717673141699,85.0,39.9
1770290717773156786,90.0,39.9
1770290717812971523,90.0,44.1
1770290717833032111,78.1,41.3
1770290717853196644,90.0,38.9
1770290717893218403,90.0,43.2
1770290717913071351,90.0,40.8
1770290717953096734,90.0,42.2
1770290717973146886,90.0,42.2
1770290717993182495,90.0,39.9
1770290718053189592,88.3,40.8
1770290718073153580,90.0,42.2
1770290718133144030,90.0,44.1
1770290718153046874,90.0,40.3
1770290718213193453,90.0,40.3
1770290718252973291,90.0,42.7
1770290718272927009,90.0,38.9
1770290718293153706,90.0,40.8
1770290718333057011,79.8,42.2
1770290718352949294,90.0,43.2
1770290718373124626,90.0,41.7
1770290718413065915,90.0,43.6
1770290718453135048,90.0,42.7
1770290718493181032,90.0,43.2
1770290718513288925,90.0,42.2
1770290718553096836,90.0,40.3
1770290718572898706,76.9,39.4
1770290718593066313,90.0,42.7
1770290718653162883,90.0,42.7
1770290718673220432,90.0,38.0
1770290718712997258,90.0,41.7
1770290718732979245,90.0,40.3
1770290718772975443,90.0,42.2
1770290718793037372,90.0,41.7
1770290718813064677,80.5,43.6
1770290718853055207,90.0,41.7
1770290718873193737,90.0,42.2
1770290718893074202,90.0,42.2
1770290718973164837,90.0,38.5
1770290719013123718,90.0,40.3
1770290719033215339,90.0,43.2
1770290719073084309,77.7,39.9
1770290719093276549,90.0,40.8
1770290719113109356,90.0,43.2
1770290719153109360,81.5,39.9
1770290719193106482,90.0,39.4
1770290719232992143,90.0,41.3
1770290719252913266,83.1,38.5
1770290719273090692,90.0,38.9
1770290719313125991,90.0,41.7
1770290719333073207,90.0,39.4
1770290719393187486,81.5,43.2
1770290719413189776,90.0,41.7
1770290719453168234,90.0,45.0
1770290719473144924,90.0,40.3
1770290719493090997,77.9,39.4
1770290719533108133,90.0,38.9
1770290719553147123,90.0,41.3
1770290719613255269,85.5,41.7
1770290719673168004,86.0,42.2
1770290719693107247,76.7,42.7
1770290719753097991,90.0,45.0
1770290719793130052,90.0,43.6
1770290719833056828,90.0,40.8
1770290719853022663,90.0,40.3
1770290719893001681,77.4,44.1
1770290719912997439,85.6,38.9
1770290719933094018,90.0,41.7
1770290719973116131,90.0,38.9
1770290720013206297,90.0,42.2
1770290720073286433,90.0,41.3
1770290720093256945,90.0,38.9
1770290720153211280,90.0,43.2
1770290720193111784,90.0,44.6
1770290720212961195,90.0,42.2
1770290720233156807,90.0,43.6
1770290720273027081,90.0,41.7
1770290720293270723,74.0,41.3
1770290720313081910,90.0,42.2
1770290720353060688,84.9,43.2
1770290720372879380,90.0,43.6
1770290720392892116,77.5,40.3
1770290720452872322,90.0,40.8
1770290720513269722,90.0,42.7
1770290720533313400,90.0,43.6
1770290720573107217,90.0,39.4
1770290720593092936,90.0,43.2
1770290720613145857,90.0,43.2
1770290720673011041,90.0,39.4
1770290720693129222,90.0,42.2
1770290720733260245,83.4,39.4
1770290720753144737,85.7,43.6
1770290720793058510,90.0,40.3
1770290720813128820,90.0,42.2
1770290720833204524,90.0,42.7
1770290720873103693,90.0,43.2
1770290720893065367,90.0,42.7
1770290720913136276,90.0,42.7
1770290720953048385,90.0,43.2
1770290720973129977,90.0,39.4
1770290721033327708,90.0,41.3
1770290721113220033,90.0,41.7
1770290721133267133,90.0,39.4
1770290721173094391,85.6,43.2
1770290721193247236,90.0,40.3
1770290721213143184,83.0,38.9
1770290721253023911,81.2,43.6
1770290721273142062,90.0,40.8
1770290721313163594,90.0,40.3
1770290721333221671,90.0,40.3
1770290721353082922,90.0,42.7
1770290721393084019,90.0,39.4
1770290721413101653,90.0,39.9
1770290721433178470,90.0,44.1
1770290721493202196,90.0,40.3
1770290721573200221,77.6,41.3
1770290721613014375,90.0,39.9
1770290721633076013,90.0,37.5
1770290721653171591,90.0,39.9
1770290721693002606,85.7,43.2
1770290721733152373,90.0,40.3
1770290721773107402,90.0,44.1
1770290721793157387,90.0,42.7
1770290721832994685,90.0,42.2
1770290721912982551,90.0,40.8
1770290721933158691,90.0,40.8
1770290721953157884,90.0,41.3
1770290721993201044,83.4,41.3
1770290722013096188,90.0,38.0
1770290722033182183,80.1,41.7
1770290722073044171,74.3,40.3
1770290722092976735,90.0,37.5
1770290722133111904,90.0,44.1
1770290722173179426,90.0,42.2
1770290722213188529,90.0,39.9
1770290722233019625,90.0,42.2
1770290722253148063,80.3,43.2
1770290722293083770,90.0,42.7
1770290722312910527,90.0,41.3
1770290722353022715,90.0,42.2
1770290722373136601,90.0,41.7
1770290722393189723,82.3,41.7
1770290722433151027,73.5,40.8
1770290722453107544,90.0,43.2
1770290722473045146,90.0,42.2
1770290722593243192,81.5,40.8
1770290722612966907,90.0,39.9
1770290722633214429,90.0,39.9
1770290722673130848,90.0,39.9
1770290722693062223,90.0,41.7
1770290722733164588,90.0,39.9
1770290722753019447,90.0,40.8
1770290722773162405,90.0,40.3
1770290722812966727,90.0,39.4
1770290722832941370,90.0,39.4
1770290722853238473,90.0,41.3
1770290722913192274,88.7,42.2
1770290722973286727,90.0,40.3
1770290722993186278,90.0,40.3
1770290723033169476,90.0,40.8
1770290723053073299,90.0,38.9
1770290723072874322,90.0,41.3
1770290723112945164,90.0,40.8
1770290723132891338,90.0,45.0
1770290723192934017,90.0,38.0
1770290723212906312,90.0,43.2
1770290723252873849,90.0,39.4
1770290723292997360,90.0,43.2
1770290723332893005,90.0,41.3
1770290723352867217,90.0,40.8
1770290723372880208,82.9,42.7
1770290723412837678,90.0,41.3
1770290723432848368,90.0,43.6
1770290723472831553,90.0,41.7
1770290723512898131,90.0,39.9
1770290723552935003,90.0,42.7
1770290723573094645,90.0,41.3
1770290723593184640,85.5,41.7
1770290723633193897,78.4,42.7
1770290723653141873,90.0,41.3
1770290723673169324,90.0,38.9
1770290723713107812,90.0,39.4
1770290723773057257,90.0,43.6
1770290723813108913,90.0,40.3
1770290723853131622,90.0,40.3
1770290723873115210,90.0,42.2
1770290723953210066,90.0,42.2
1770290724013326987,90.0,40.8
1770290724033008707,90.0,40.8
1770290724072846919,90.0,43.2
1770290724092907354,82.4,45.0
1770290724173168659,90.0,40.8
1770290724193168877,90.0,42.7
1770290724233099565,90.0,42.2
1770290724273101086,90.0,42.2
1770290724313188163,90.0,42.7
1770290724333126814,90.0,40.8
1770290724413255015,90.0,43.2
1770290724453122072,90.0,41.7
1770290724473131900,90.0,41.7
1770290724493193875,90.0,43.2
1770290724532957388,90.0,41.3
1770290724552929827,90.0,44.1
1770290724613004797,90.0,41.7
1770290724672914347,90.0,41.7
1770290724693023776,79.1,42.7
1770290724752849868,78.6,40.8
1770290724772889676,90.0,42.7
1770290724833132632,90.0,43.6
1770290724852887745,90.0,40.8
1770290724872904181,85.0,41.7
1770290724912973102,90.0,39.4
1770290724932991750,90.0,41.3
1770290724972873114,90.0,44.6
1770290725013007725,90.0,40.3
1770290725052939603,90.0,42.2
1770290725132978199,90.0,39.4
1770290725152809381,90.0,42.7
1770290725172982453,90.0,38.5
1770290725212927515,90.0,44.6
1770290725232944469,87.2,43.2
1770290725272915672,90.0,42.7
1770290725292917552,90.0,40.8
1770290725312972526,90.0,39.4
1770290725353030043,90.0,41.3
1770290725372980609,90.0,41.7
1770290725393183576,81.9,44.6
1770290725433164333,90.0,43.6
1770290725453047490,90.0,41.3
1770290725492855472,90.0,39.4
1770290725512927872,90.0,39.9
1770290725532949026,88.7,42.2
1770290725573076385,90.0,42.2
1770290725592924418,90.0,41.3
1770290725612979638,90.0,39.4
1770290725652836005,90.0,43.6
1770290725672930992,83.7,41.7
1770290725732940689,83.7,42.2
1770290725792961295,90.0,39.9
1770290725832996727,90.0,41.7
1770290725873022382,90.0,42.2
1770290725952910014,79.0,43.6
1770290725972853689,90.0,38.0
1770290726052949722,90.0,41.3
1770290726092924028,90.0,39.9
1770290726112975182,90.0,43.2
1770290726133046866,90.0,39.9
1770290726173099841,85.4,40.3
1770290726212967663,90.0,45.5
1770290726252960836,90.0,38.9
1770290726272967727,90.0,40.3
1770290726292987816,80.6,41.3
1770290726352836248,90.0,41.7
1770290726392890342,90.0,40.3
1770290726412969692,90.0,41.7
1770290726432869402,81.3,39.9
1770290726472913580,78.7,40.8
1770290726493003176,90.0,42.2
1770290726552932564,90.0,43.2
1770290726632869378,90.0,43.2
1770290726652859881,90.0,43.2
1770290726692930132,83.6,39.9
1770290726712979947,90.0,40.8
1770290726732900546,90.0,42.2
1770290726773083909,90.0,40.8
1770290726793189276,90.0,38.9
1770290726813034441,90.0,42.7
1770290726853187619,82.5,43.6
1770290726873143946,90.0,42.7
1770290726933294329,90.0,38.0
1770290726953051474,90.0,40.3
1770290727012888598,80.9,39.9
1770290727032870678,90.0,41.7
1770290727072995897,90.0,38.0
1770290727092873131,90.0,41.3
1770290727112883737,90.0,40.3
1770290727152929183,90.0,39.4
1770290727172858243,90.0,41.7
1770290727212887770,90.0,43.2
1770290727232868335,90.0,40.8
1770290727252944097,90.0,42.7
1770290727292872947,90.0,40.8
1770290727312933847,90.0,41.3
1770290727332883354,90.0,43.6
1770290727392895793,90.0,41.7
1770290727412876765,81.0,42.2
1770290727452853531,90.0,41.3
1770290727472846626,90.0,43.2
1770290727532942202,80.5,40.3
1770290727592949884,90.0,43.2
1770290727632968786,90.0,38.9
1770290727672865743,90.0,39.4
1770290727692910167,80.5,41.3
1770290727713010070,90.0,42.2
1770290727752888778,90.0,42.2
1770290727772862529,80.9,38.9
1770290727812870358,90.0,38.5
1770290727853078092,83.8,42.2
1770290727893161543,90.0,38.9
1770290727913030029,90.0,42.7
1770290727933178112,90.0,41.3
1770290727973139899,74.4,43.2
1770290727993113719,90.0,39.9
1770290728033161336,90.0,38.9
1770290728053165861,90.0,43.6
1770290728113042768,90.0,38.0
1770290728133001417,90.0,41.7
1770290728213216360,90.0,38.9
1770290728233127150,90.0,39.4
1770290728293273308,90.0,41.3
1770290728332945757,90.0,39.4
1770290728353010309,90.0,41.3
1770290728373072778,90.0,45.5
1770290728433115233,90.0,42.7
1770290728453182673,90.0,39.9
1770290728513281118,90.0,42.2
1770290728573139554,90.0,38.5
1770290728593005519,90.0,40.3
1770290728632959862,90.0,39.9
1770290728652916982,90.0,40.3
1770290728713160297,90.0,42.7
1770290728733220870,78.0,39.9
1770290728753124243,90.0,41.3
1770290728793071565,90.0,40.8
1770290728813096305,90.0,40.8
1770290728853100484,90.0,41.7
1770290728873179363,90.0,39.4
1770290728893060153,90.0,43.6
1770290728933039755,90.0,40.8
1770290728952920208,90.0,40.3
1770290729033105258,90.0,39.9
1770290729053227842,90.0,39.4
1770290729092927843,90.0,38.5
1770290729112882674,81.0,43.2
1770290729193178395,90.0,41.7
1770290729253334240,90.0,43.2
1770290729313035847,90.0,41.3
1770290729332980487,88.7,43.6
1770290729352924444,90.0,39.9
1770290729392851972,90.0,41.3
1770290729452960125,90.0,42.2
1770290729493141018,81.4,43.6
1770290729533108987,90.0,41.7
1770290729573113713,90.0,42.7
1770290729612937247,90.0,44.6
1770290729632933308,90.0,44.1
1770290729693041875,90.0,41.7
1770290729732923457,90.0,42.2
1770290729772867276,90.0,43.6
1770290729792866208,90.0,39.4
1770290729872902726,90.0,43.2
1770290729932939350,90.0,42.7
1770290729992874013,90.0,39.4
1770290730012841633,90.0,44.6
1770290730032804262,90.0,40.3
1770290730072857631,90.0,41.3
1770290730092888946,78.8,43.2
1770290730132983009,75.8,40.8
1770290730152911981,84.9,39.4
1770290730172908065,90.0,42.7
1770290730212946822,90.0,44.1
1770290730232893995,90.0,40.3
1770290730252895788,90.0,43.6
1770290730292936325,90.0,43.2
1770290730312924093,90.0,39.9
1770290730392893554,90.0,42.2
1770290730432849339,90.0,42.7
1770290730452855668,90.0,39.4
1770290730472850656,90.0,39.4
1770290730512828733,90.0,38.5
1770290730593004062,90.0,38.9
1770290730613131635,90.0,38.5
1770290730653118507,90.0,40.8
1770290730672958491,90.0,41.7
1770290730692908495,90.0,39.4
1770290730732983685,90.0,40.8
1770290730772943368,90.0,42.2
1770290730812872256,90.0,44.1
1770290730832910813,90.0,40.3
1770290730852909366,90.0,40.3
1770290730913281064,90.0,40.8
1770290730952927194,90.0,42.2
1770290730972975681,90.0,42.7
1770290730992959381,90.0,38.5
1770290731033163104,90.0,39.4
1770290731072963818,90.0,40.3
1770290731112921969,90.0,40.3
1770290731132883831,90.0,38.5
1770290731173008005,90.0,38.9
1770290731192832713,90.0,42.2
1770290731212867254,90.0,41.3
1770290731272928236,90.0,40.8
1770290731292840220,90.0,44.6
1770290731332956417,90.0,39.9
1770290731412863825,90.0,43.6
1770290731512904157,90.0,40.8
1770290731552979418,90.0,43.6
1770290731592842826,90.0,43.2
1770290731632926235,90.0,41.7
1770290731652912588,90.0,41.7
1770290731673109391,90.0,41.3
1770290731733302071,90.0,42.7
1770290731753304012,90.0,38.9
1770290731792860147,90.0,43.2
1770290731813021391,90.0,41.7
1770290731852979031,90.0,40.3
1770290731932972608,90.0,42.2
1770290731952862631,90.0,43.2
1770290732012980527,90.0,42.2
1770290732032900285,90.0,44.6
1770290732112971546,90.0,42.7
1770290732152853742,90.0,39.9
1770290732172988136,83.5,40.8
1770290732193007803,90.0,38.9
1770290732233089097,90.0,42.2
1770290732253164965,90.0,40.8
1770290732312897471,90.0,39.4
1770290732372970488,90.0,41.7
1770290732392969754,90.0,40.8
1770290732412948334,90.0,40.8
1770290732452942666,90.0,39.9
1770290732472893803,90.0,40.8
1770290732492850245,90.0,38.9
1770290732552848969,90.0,41.3
1770290732572875776,90.0,39.4
1770290732672992489,90.0,40.3
1770290732692851400,90.0,39.9
1770290732712867936,90.0,40.8
1770290732753079542,76.8,43.6
1770290732792906921,90.0,39.4
1770290732832971091,90.0,39.9
1770290732852929584,90.0,38.9
1770290732912902357,90.0,42.7
1770290732932963316,90.0,39.9
1770290732972895488,90.0,40.8
1770290732992962592,90.0,38.9
1770290733013089620,90.0,40.8
1770290733053114206,77.5,38.5
1770290733152892633,82.8,42.7
1770290733172893401,90.0,39.4
1770290733232975718,90.0,41.3
1770290733273151746,90.0,41.7
1770290733293171845,90.0,42.2
1770290733312950758,90.0,39.4
1770290733352943083,87.1,42.7
1770290733373016631,90.0,38.9
1770290733433235649,90.0,43.2
1770290733493174577,90.0,40.3
1770290733512910167,90.0,41.3
1770290733532989449,90.0,39.4
1770290733593042750,90.0,41.3
1770290733613017574,90.0,42.7
1770290733653041706,84.6,40.3
1770290733772951795,90.0,41.7
1770290733873004113,90.0,40.8
1770290733893063175,90.0,41.7
1770290733913050534,90.0,43.2
1770290733953077108,90.0,41.7
1770290733973010679,90.0,43.2
1770290733992980655,90.0,40.8
1770290734033006656,90.0,42.2
1770290734052916567,90.0,39.4
1770290734092951310,84.6,39.9
1770290734133119009,79.0,43.6
1770290734173102826,90.0,39.9
1770290734193126271,90.0,42.2
1770290734212953768,90.0,40.3
1770290734252971158,90.0,38.5
1770290734333334939,90.0,40.3
1770290734353181405,90.0,38.9
1770290734413309766,90.0,42.7
1770290734433228185,90.0,39.9
1770290734493029820,90.0,43.2
1770290734552918040,90.0,41.3
1770290734572896803,90.0,39.4
1770290734592888605,90.0,41.3
1770290734633063018,86.9,42.7
1770290734653169398,90.0,42.2
1770290734693048279,90.0,39.4
1770290734713185030,83.4,42.7
1770290734793135793,90.0,41.7
1770290734813066807,90.0,40.8
1770290734853034862,85.7,39.4
1770290734873120742,90.0,42.2
1770290734893015438,90.0,43.2
1770290734933023411,86.1,40.8
1770290734953059210,90.0,39.4
1770290735013168202,90.0,41.7
1770290735033152683,90.0,42.2
1770290735093173017,90.0,38.9
1770290735113166564,90.0,42.7
1770290735153055177,90.0,42.2
1770290735172951321,90.0,43.2
1770290735212904244,90.0,41.3
1770290735232993249,88.2,43.2
1770290735252874159,90.0,44.6
1770290735313241539,90.0,43.6
1770290735333172959,90.0,39.9
1770290735413230937,79.3,41.7
1770290735453117042,90.0,40.8
1770290735473082770,90.0,39.9
1770290735493082148,90.0,42.2
1770290735533101165,90.0,40.8
1770290735613151349,90.0,41.7
1770290735633167651,90.0,42.7
1770290735673062653,90.0,42.7
1770290735693019440,90.0,42.2
1770290735713097900,90.0,44.6
1770290735753028149,90.0,45.0
1770290735773010602,90.0,41.3
1770290735813113375,90.0,42.2
1770290735833191716,82.8,39.4
1770290735893068619,90.0,43.2
1770290735913053162,90.0,43.6
1770290735973015859,90.0,40.8
1770290735993008334,90.0,43.6
1770290736013125788,90.0,40.8
1770290736053044740,90.0,42.2
1770290736073151688,90.0,40.3
1770290736113116509,90.0,41.3
1770290736153069231,90.0,40.3
1770290736213193270,90.0,38.9
1770290736233121469,90.0,41.7
1770290736293009345,90.0,42.2
1770290736312945015,90.0,39.4
1770290736352901374,90.0,39.4
1770290736452871063,90.0,45.0
1770290736492915424,90.0,41.7
1770290736533009326,90.0,41.3
1770290736572940873,90.0,42.7
1770290736612921448,90.0,38.9
1770290736652960677,90.0,43.2
1770290736672868299,90.0,39.9
1770290736692961050,90.0,38.9
1770290736732946489,90.0,42.2
1770290736752894695,90.0,40.3
1770290736792919625,90.0,39.4
