%time,field.angle,field.distance
1770290584413195409,90.0,43.6
1770290584433139094,90.0,40.8
1770290584493194892,90.0,41.3
1770290584533110881,90.0,41.7
1770290584573192566,90.0,41.7
1770290584593062196,90.0,38.9
1770290584673329098,90.0,40.3
1770290584733208069,90.0,44.1
1770290584753220006,90.0,43.2
1770290584793191672,90.0,40.3
1770290584813236005,90.0,40.8
1770290584893205823,83.7,42.2
1770290584953223839,90.0,42.2
1770290584973089297,90.0,41.3
1770290585053221706,90.0,39.4
1770290585133227957,90.0,41.7
1770290585253296373,90.0,41.3
1770290585273131704,90.0,41.3
1770290585333213209,90.0,42.2
1770290585353305041,90.0,38.9
1770290585413160381,90.0,39.4
1770290585433116775,90.0,39.4
1770290585473186265,81.7,39.4
1770290585493117282,90.0,41.7
1770290585553308981,90.0,42.2
1770290585653291750,90.0,41.7
1770290585713225179,90.0,38.5
1770290585733273876,90.0,41.7
1770290585773261820,90.0,39.9
1770290585793263345,90.0,39.4
1770290585813092268,90.0,41.7
1770290585873206692,90.0,38.9
1770290585913137706,90.0,40.3
1770290585933179238,90.0,40.8
1770290585953283863,90.0,37.5
1770290586013255922,90.0,40.8
1770290586073278641,90.0,38.5
1770290586093313070,90.0,43.6
1770290586153323725,90.0,42.2
1770290586173049346,90.0,41.3
1770290586213088942,90.0,40.3
1770290586253247111,90.0,40.8
1770290586373081895,90.0,41.7
1770290586393249726,90.0,37.5
1770290586473173988,80.9,42.7
1770290586493187247,90.0,38.9
1770290586553292698,90.0,39.4
1770290586593227388,90.0,42.2
1770290586613113875,90.0,43.2
1770290586633192031,90.0,40.8
1770290586753325407,90.0,39.4
1770290586773205669,90.0,42.2
1770290586813054532,90.0,40.8
1770290586833201773,90.0,41.3
1770290586893035125,90.0,38.9
1770290586912884586,90.0,44.1
1770290586993273190,90.0,42.2
1770290587053122482,90.0,38.5
1770290587073182567,90.0,40.8
1770290587133181618,90.0,43.2
1770290587193206955,90.0,42.2
1770290587233181185,90.0,38.9
1770290587273089007,90.0,43.6
1770290587293051915,90.0,40.8
1770290587313117148,90.0,44.1
1770290587373184774,90.0,39.9
1770290587453306507,90.0,40.3
1770290587493054204,90.0,39.9
1770290587533100066,90.0,40.3
1770290587573131465,90.0,40.3
1770290587593025590,90.0,42.2
1770290587653294323,90.0,40.3
1770290587673274346,90.0,40.3
1770290587793172566,90.0,39.4
1770290587873167303,90.0,39.4
1770290587893089357,90.0,43.2
1770290587913121581,82.1,39.4
1770290587973280524,90.0,45.5
1770290588053194907,90.0,42.2
1770290588113204413,86.9,41.7
1770290588133153809,90.0,41.7
1770290588173213423,90.0,40.3
1770290588192958835,90.0,40.3
1770290588253077328,90.0,43.2
1770290588293258858,90.0,41.7
1770290588393207699,90.0,44.1
1770290588413163302,90.0,39.4
1770290588433122369,90.0,38.5
1770290588513305506,90.0,40.3
1770290588573288256,90.0,42.2
1770290588633066048,90.0,39.9
1770290588673241149,90.0,37.5
1770290588713147032,90.0,39.9
1770290588753170660,90.0,38.9
1770290588813234840,90.0,39.4
1770290588873214901,90.0,39.9
1770290588953224667,81.1,40.3
1770290588973314510,90.0,42.2
1770290589013183680,90.0,38.9
1770290589033151678,90.0,40.8
1770290589053146270,90.0,42.2
1770290589113220118,90.0,38.0
1770290589152975001,90.0,42.2
1770290589173200867,90.0,40.3
1770290589193259594,90.0,42.7
1770290589253102929,90.0,39.4
1770290589273200044,90.0,42.2
1770290589313106811,90.0,40.8
1770290589332999165,81.5,39.4
1770290589373159151,90.0,39.4
1770290589393261959,90.0,42.2
1770290589473288251,90.0,42.7
1770290589533123406,90.0,41.3
1770290589573153870,90.0,40.8
1770290589613070033,90.0,42.2
1770290589633040885,90.0,39.4
1770290589693317483,90.0,40.8
1770290589713200959,90.0,40.3
1770290589773263564,90.0,43.2
1770290589793112419,90.0,39.4
1770290589833197014,90.0,41.7
1770290589853221442,90.0,38.5
1770290589913133168,84.1,38.9
1770290589933256152,90.0,43.2
1770290589953258025,90.0,40.3
1770290590053175326,90.0,40.8
1770290590073230810,90.0,41.7
1770290590093137865,90.0,38.9
1770290590133131468,84.5,39.4
1770290590173189820,90.0,39.4
1770290590253339980,90.0,41.3
1770290590293130673,90.0,38.5
1770290590313202840,90.0,42.7
1770290590353080961,90.0,41.7
1770290590393212279,90.0,43.2
1770290590433082838,90.0,38.0
1770290590533233581,90.0,42.2
1770290590593099460,90.0,38.5
1770290590613201972,90.0,42.2
1770290590633205080,90.0,39.9
1770290590693147767,90.0,42.7
1770290590753308452,90.0,39.4
1770290590813089514,90.0,43.2
1770290590833042647,90.0,42.7
1770290590853026867,90.0,41.7
1770290590933339727,79.5,43.2
1770290590993230864,90.0,42.2
1770290591053203861,90.0,39.9
1770290591073204841,90.0,40.3
1770290591113124602,90.0,38.5
1770290591132994215,90.0,37.5
1770290591153008544,90.0,43.2
1770290591193145546,90.0,44.6
1770290591213096476,90.0,38.9
1770290591273117128,90.0,43.2
1770290591313137807,90.0,38.5
1770290591353174570,90.0,38.9
1770290591413079519,90.0,37.5
1770290591433242799,90.0,43.2
1770290591513205437,90.0,40.8
1770290591533144422,90.0,43.6
1770290591573176663,90.0,38.5
1770290591593209664,90.0,40.3
1770290591633186520,90.0,42.7
1770290591653184253,90.0,41.3
1770290591673170536,90.0,38.9
1770290591733225384,90.0,41.7
1770290591753308854,90.0,40.3
1770290591833189533,90.0,43.2
1770290591873010067,90.0,44.1
1770290591893141984,90.0,41.7
1770290591932951429,90.0,41.3
1770290591953035685,90.0,40.3
1770290591973126734,90.0,39.9
1770290592013088610,90.0,42.2
1770290592033160641,90.0,39.9
1770290592093108143,90.0,38.5
1770290592113011810,90.0,44.1
1770290592193294943,90.0,39.4
1770290592233137279,90.0,39.9
1770290592273134241,90.0,38.0
1770290592312926229,90.0,40.8
1770290592353129683,90.0,39.9
1770290592392975812,90.0,44.1
1770290592412865298,90.0,43.2
1770290592433112995,90.0,39.9
1770290592473159221,90.0,38.9
1770290592533000034,90.0,43.2
1770290592553041052,90.0,40.8
1770290592573135300,90.0,43.2
1770290592633165628,90.0,38.5
1770290592653182219,90.0,38.9
1770290592713234081,90.0,39.9
1770290592773205477,90.0,39.9
1770290592793108735,90.0,38.5
1770290592873237681,90.0,38.0
1770290592913126171,90.0,40.8
1770290592933196200,90.0,42.2
1770290592992995643,90.0,41.3
1770290593033126947,90.0,40.8
1770290593073103366,90.0,38.5
1770290593113232160,90.0,38.9
1770290593173236650,90.0,40.8
1770290593213020259,90.0,38.5
1770290593233026259,90.0,41.7
1770290593253063598,90.0,40.8
1770290593293223008,90.0,44.6
1770290593312983396,90.0,38.5
1770290593333147485,90.0,38.9
1770290593373088625,90.0,38.9
1770290593393317383,90.0,41.7
1770290593453301282,90.0,42.2
1770290593513150138,90.0,38.9
1770290593532950639,90.0,39.9
1770290593593145296,90.0,40.3
1770290593673179113,90.0,40.3
1770290593713197396,90.0,39.9
1770290593753272904,90.0,39.4
1770290593773131551,90.0,39.4
1770290593833223437,90.0,40.3
1770290593853078231,90.0,39.9
1770290593893070599,90.0,41.7
1770290593933120529,90.0,41.7
1770290593993178991,83.0,40.3
1770290594013174900,90.0,41.3
1770290594053149041,90.0,41.3
1770290594193169473,90.0,39.4
1770290594213172913,90.0,42.2
1770290594233050459,90.0,43.6
1770290594273146722,90.0,38.9
1770290594313255493,90.0,42.2
1770290594353113608,90.0,42.7
1770290594373169651,90.0,39.9
1770290594393100773,90.0,41.3
1770290594433166645,90.0,38.9
1770290594513296240,90.0,43.2
1770290594613278770,90.0,40.3
1770290594653169653,90.0,43.6
1770290594673185349,90.0,38.0
1770290594693121976,90.0,43.2
1770290594753125589,90.0,40.3
1770290594793163886,90.0,39.9
1770290594813193710,90.0,41.7
1770290594893344197,90.0,39.9
1770290594953218628,90.0,38.5
1770290594973195695,90.0,39.9
1770290594993175301,90.0,43.2
1770290595033048864,90.0,41.7
1770290595053111419,90.0,39.4
1770290595093183794,90.0,40.8
1770290595113063907,90.0,39.4
1770290595173013118,90.0,40.8
1770290595213192702,77.8,43.2
1770290595273168549,90.0,41.7
1770290595293223805,90.0,39.9
1770290595333058701,90.0,40.8
1770290595353087297,90.0,40.8
1770290595413304155,90.0,42.2
1770290595473143942,90.0,43.2
1770290595493153869,90.0,40.3
1770290595513087403,90.0,40.8
1770290595553162251,90.0,39.9
1770290595573158943,90.0,39.9
1770290595593032397,90.0,41.7
1770290595633034410,90.0,42.7
1770290595653191086,90.0,37.5
1770290595673113581,90.0,44.1
1770290595793231586,90.0,39.9
1770290595813159008,90.0,41.7
1770290595852947882,90.0,38.5
1770290595873110075,90.0,40.3
1770290595933213748,90.0,40.3
1770290595973126913,90.0,41.3
1770290596013160882,90.0,43.2
1770290596033087999,90.0,41.3
1770290596073044957,90.0,39.4
1770290596113115357,90.0,39.4
1770290596173149180,90.0,41.3
1770290596233145836,90.0,40.3
1770290596313126007,90.0,43.2
1770290596393125868,90.0,42.7
1770290596473221115,90.0,38.5
1770290596493085286,80.6,42.2
1770290596533401008,90.0,42.2
1770290596573214061,90.0,39.9
1770290596613193474,90.0,40.3
1770290596713241673,90.0,42.2
1770290596733128668,90.0,44.6
1770290596773018662,90.0,38.9
1770290596792977741,90.0,38.9
1770290596812997486,90.0,38.5
1770290596853207597,90.0,37.5
1770290596953195812,90.0,40.3
1770290596993107738,90.0,42.7
1770290597012973221,81.5,41.3
1770290597033146572,90.0,38.0
1770290597073104229,90.0,43.6
1770290597093139540,90.0,38.9
1770290597113216934,90.0,40.3
1770290597253277006,90.0,41.7
1770290597292987856,90.0,39.9
1770290597312959648,90.0,43.2
1770290597373014029,90.0,38.0
1770290597393020875,90.0,39.4
1770290597453082023,90.0,38.0
1770290597553214044,90.0,39.4
1770290597593107123,90.0,43.6
1770290597673019294,90.0,44.1
1770290597692917005,90.0,44.1
1770290597773284670,90.0,40.3
1770290597793131535,90.0,41.3
1770290597833220242,80.2,41.3
1770290597853199081,90.0,40.8
1770290597892945015,90.0,40.3
1770290597913198334,90.0,41.7
1770290597973046899,90.0,38.9
1770290598013191013,90.0,38.9
1770290598053157945,90.0,41.3
1770290598093263981,90.0,40.8
1770290598133217430,90.0,40.3
1770290598153239455,90.0,42.2
1770290598173042231,90.0,42.2
1770290598213068052,90.0,40.8
1770290598233196089,90.0,40.3
1770290598272997354,90.0,41.3
1770290598293173137,90.0,43.2
1770290598353231928,90.0,42.7
1770290598373203662,90.0,40.3
1770290598393123864,90.0,40.3
1770290598433119543,90.0,38.9
1770290598453199603,90.0,42.7
1770290598533184042,90.0,39.4
1770290598572904775,90.0,42.7
1770290598613219676,90.0,39.9
1770290598653166688,90.0,40.3
1770290598673002494,90.0,39.9
1770290598693200559,90.0,39.4
1770290598733105276,90.0,39.4
1770290598753268533,90.0,41.7
1770290598773008385,90.0,44.1
1770290598813021775,90.0,38.9
1770290598833179841,90.0,43.2
1770290598893161900,90.0,44.6
1770290598913123122,90.0,38.5
1770290598953216127,90.0,41.7
1770290598973079181,90.0,42.2
1770290598993065105,90.0,39.9
1770290599033093139,90.0,41.7
1770290599053247793,86.4,39.9
1770290599133233375,90.0,43.2
1770290599173187260,90.0,38.9
1770290599213172139,90.0,40.3
1770290599252987540,90.0,41.7
1770290599272926852,90.0,42.2
1770290599293048136,90.0,40.8
1770290599333099865,90.0,39.9
1770290599353148661,90.0,41.7
1770290599413235670,90.0,39.9
1770290599433197455,90.0,38.9
1770290599493179086,90.0,41.7
1770290599513162024,90.0,40.3
1770290599553012255,90.0,43.6
1770290599573021408,90.0,41.7
1770290599593107135,90.0,43.6
1770290599653178581,90.0,38.9
1770290599673205452,90.0,40.3
1770290599733080178,90.0,43.2
1770290599773173789,90.0,41.7
1770290599793134550,90.0,38.0
1770290599893167725,90.0,40.8
1770290599933087234,90.0,40.3
1770290600012960397,90.0,45.0
1770290600053062810,84.5,42.7
1770290600092925907,90.0,39.9
1770290600113171809,90.0,43.2
1770290600153018131,90.0,39.9
1770290600173209088,90.0,39.4
1770290600193137274,90.0,41.3
1770290600253322742,90.0,41.3
1770290600273266853,90.0,41.3
1770290600333287523,90.0,39.9
1770290600353195547,81.5,38.5
1770290600393107556,90.0,39.9
1770290600413211375,90.0,37.5
1770290600453095376,90.0,35.6
1770290600472989458,90.0,34.7
1770290600492882852,90.0,36.1
1770290600533189324,90.0,39.4
1770290600553255440,90.0,36.6
1770290600573172885,90.0,36.6
1770290600613111291,90.0,38.9
1770290600632982224,90.0,37.5
1770290600672908553,90.0,41.7
1770290600693105262,90.0,41.3
1770290600713093157,90.0,35.2
1770290600753058710,90.0,37.1
1770290600833062358,90.0,35.6
1770290600853012387,90.0,38.0
1770290600873048246,78.7,37.1
1770290600913078052,90.0,36.1
1770290600932935025,90.0,36.6
1770290600973287890,90.0,31.0
1770290600993199200,90.0,36.1
1770290601013159802,90.0,33.3
1770290601073250183,90.0,37.5
1770290601092945419,90.0,37.5
1770290601133117063,90.0,36.1
1770290601153189611,90.0,37.1
1770290601173145565,90.0,34.7
1770290601213088064,90.0,36.6
1770290601233136052,90.0,38.0
1770290601273056076,90.0,35.2
1770290601293226347,90.0,37.5
1770290601313091618,90.0,36.1
1770290601353129136,90.0,36.1
1770290601373148668,90.0,36.1
1770290601393160626,90.0,38.0
1770290601433238273,90.0,37.5
1770290601453194380,90.0,36.1
1770290601493148394,90.0,35.2
1770290601513195826,90.0,38.0
1770290601533147945,90.0,35.6
1770290601573152453,90.0,35.2
1770290601593118696,90.0,36.1
1770290601613088336,90.0,35.2
1770290601653145647,90.0,36.6
1770290601673026869,90.0,33.8
1770290601693137114,90.0,38.9
1770290601733102728,90.0,34.2
1770290601752958493,90.0,36.1
1770290601793196296,90.0,35.2
1770290601812947757,90.0,38.0
1770290601833022355,90.0,34.7
1770290601873042326,90.0,32.4
1770290601893135867,90.0,36.6
1770290601913241450,90.0,34.7
1770290601953107059,90.0,37.1
1770290601973096178,90.0,38.0
1770290602013115136,90.0,33.8
1770290602033076396,90.0,36.1
1770290602053109613,90.0,35.2
1770290602093105211,90.0,35.2
1770290602113056373,90.0,37.5
1770290602133225297,90.0,35.6
1770290602173125444,90.0,34.7
1770290602193282283,90.0,34.7
1770290602213167894,90.0,37.5
1770290602253068611,90.0,34.7
1770290602273163992,90.0,33.8
1770290602313072781,90.0,37.1
1770290602333208072,90.0,35.6
1770290602353121752,90.0,34.2
1770290602393128676,90.0,37.1
1770290602433190767,90.0,35.2
1770290602493040983,90.0,36.1
1770290602532973129,90.0,38.0
1770290602553083809,90.0,37.5
1770290602573121625,90.0,41.7
1770290602613111833,90.0,39.4
1770290602633064346,90.0,40.8
1770290602653144395,90.0,36.6
1770290602692907201,90.0,36.6
1770290602713184900,90.0,35.6
1770290602733192462,90.0,42.7
1770290602773193328,90.0,41.3
1770290602833098557,90.0,37.1
1770290602853020026,90.0,37.1
1770290602872974763,90.0,35.2
1770290602913185785,76.1,36.1
1770290602933198662,90.0,36.1
1770290602953119242,85.9,35.2
1770290602992981479,90.0,38.5
1770290603013063751,90.0,38.9
1770290603053087791,90.0,42.2
1770290603133074023,90.0,38.5
1770290603153093939,90.0,43.6
1770290603213077721,90.0,43.2
1770290603233189677,90.0,38.0
1770290603253129511,90.0,40.3
1770290603293115398,90.0,43.2
1770290603313194639,90.0,41.7
1770290603353100581,90.0,39.9
1770290603373193068,90.0,39.4
1770290603393118038,90.0,38.9
1770290603433050228,90.0,40.8
1770290603453202442,90.0,40.8
1770290603513132528,90.0,42.2
1770290603533180615,90.0,42.7
1770290603553119576,90.0,40.8
1770290603633193529,90.0,42.7
1770290603693200809,90.0,39.9
1770290603753138187,90.0,43.2
1770290603773237315,85.1,42.2
1770290603813038730,87.9,43.6
1770290603833041430,90.0,43.2
1770290603893131222,90.0,40.3
1770290603913077566,82.5,43.6
1770290603973236158,90.0,41.7
1770290603993143979,90.0,39.9
1770290604033124685,90.0,44.6
1770290604053148039,90.0,39.4
1770290604113177851,90.0,39.9
1770290604133189734,90.0,40.3
1770290604153105494,90.0,39.9
1770290604192991430,90.0,40.8
1770290604213022758,90.0,40.3
1770290604273072020,90.0,40.8
1770290604353223123,90.0,43.2
1770290604373188427,90.0,41.7
1770290604413193950,90.0,41.7
1770290604433249480,90.0,42.2
1770290604493311919,90.0,43.2
1770290604513272038,90.0,42.2
1770290604553188275,90.0,38.9
1770290604572916226,90.0,43.6
1770290604593201630,90.0,39.4
1770290604633177939,90.0,42.7
1770290604652939673,90.0,38.9
1770290604673178919,90.0,39.4
1770290604713180652,86.2,39.4
1770290604733111766,90.0,43.2
1770290604773143502,90.0,43.6
1770290604873184323,90.0,38.0
1770290604933026169,90.0,43.2
1770290604952996294,86.8,43.6
1770290604973118233,90.0,39.4
1770290605013109033,90.0,43.2
1770290605033082048,90.0,38.5
1770290605073060676,90.0,39.9
1770290605093204989,90.0,43.2
1770290605153141616,90.0,43.6
1770290605173144646,90.0,41.3
1770290605193099364,90.0,41.3
1770290605232968332,90.0,43.6
1770290605252957805,90.0,39.9
1770290605273046502,90.0,44.1
1770290605313132987,90.0,41.3
1770290605333216443,90.0,41.3
1770290605393338504,90.0,39.4
1770290605453090028,90.0,43.2
1770290605472860868,90.0,38.5
1770290605533068063,90.0,40.8
1770290605552987695,90.0,41.7
1770290605613291386,90.0,40.3
1770290605693263376,90.0,38.5
1770290605713229990,90.0,42.7
1770290605793280041,90.0,43.2
1770290605833143734,90.0,43.2
1770290605853028324,90.0,41.3
1770290605913226505,90.0,42.7
1770290605933209597,90.0,42.7
1770290605973125611,90.0,42.2
1770290605993306830,90.0,39.4
1770290606013154208,90.0,44.1
1770290606052913416,90.0,41.3
1770290606072896639,90.0,40.8
1770290606093029889,90.0,41.3
1770290606133094587,90.0,43.2
1770290606152994905,90.0,43.6
1770290606233278797,90.0,41.3
1770290606293317688,90.0,42.7
1770290606353044589,90.0,43.2
1770290606433230863,90.0,39.9
1770290606452904224,90.0,39.4
1770290606493117453,90.0,44.1
1770290606513097726,90.0,39.9
1770290606533103430,90.0,38.5
1770290606573095975,90.0,43.2
1770290606613317318,90.0,43.2
1770290606693234341,90.0,42.7
1770290606753264215,90.0,43.6
1770290606773282714,90.0,39.9
1770290606813114021,90.0,39.9
1770290606833115702,90.0,40.8
1770290606873193240,90.0,38.9
1770290606893259237,90.0,42.2
1770290606913187277,90.0,42.7
1770290606953132911,90.0,42.2
1770290606993019922,90.0,41.3
1770290607053246147,90.0,43.2
1770290607113028376,90.0,42.7
1770290607133129558,90.0,39.9
1770290607153196533,90.0,43.6
1770290607193100260,82.2,44.1
1770290607213146402,90.0,40.8
1770290607273218320,90.0,38.0
1770290607293212615,90.0,43.2
1770290607333152991,80.7,40.3
1770290607373260419,90.0,42.7
1770290607413203160,90.0,42.2
1770290607433138062,90.0,39.4
1770290607473167280,90.0,41.7
1770290607513179115,90.0,39.4
1770290607553253889,90.0,44.1
1770290607573143497,86.5,41.7
1770290607593161131,90.0,39.9
1770290607633179311,90.0,37.1
1770290607653203670,90.0,38.0
1770290607713307101,90.0,38.5
1770290607773163109,90.0,43.2
1770290607813203451,90.0,45.5
1770290607853067438,90.0,43.2
1770290607873209161,83.3,42.2
1770290607893138159,90.0,38.5
1770290607933223036,90.0,40.3
1770290607953188838,90.0,39.9
1770290608013301607,90.0,41.3
1770290608073129495,90.0,38.5
1770290608113273891,90.0,40.8
1770290608153167064,90.0,41.7
1770290608173215935,90.0,39.9
1770290608193153356,90.0,38.9
1770290608233138017,90.0,39.4
1770290608253287841,81.8,40.3
1770290608293081898,90.0,44.1
1770290608312934546,90.0,40.3
1770290608332920635,90.0,39.9
1770290608373062872,90.0,42.2
1770290608393122698,90.0,41.7
1770290608413180137,90.0,42.2
1770290608473179850,90.0,45.0
1770290608493151796,90.0,38.9
1770290608533000464,90.0,43.6
1770290608553172011,90.0,39.4
1770290608593072532,90.0,44.1
1770290608613191229,90.0,43.2
1770290608673167491,90.0,39.4
1770290608713216303,90.0,39.9
1770290608753063782,80.6,39.4
1770290608773209729,90.0,42.2
1770290608833292098,90.0,44.1
1770290608853178156,90.0,39.4
1770290608933288181,90.0,42.7
1770290608993215636,90.0,40.8
1770290609013280889,90.0,41.3
1770290609093271192,90.0,44.1
1770290609193079839,85.4,39.4
1770290609213211051,90.0,39.9
1770290609233160119,90.0,38.5
1770290609293338943,90.0,38.9
1770290609313208730,90.0,38.0
1770290609353149924,90.0,42.7
1770290609373187358,90.0,38.9
1770290609393165697,90.0,38.9
1770290609493076242,90.0,44.1
1770290609513195407,90.0,39.9
1770290609533155072,90.0,38.9
1770290609573143923,90.0,41.7
1770290609593099960,90.0,44.1
1770290609673299782,90.0,40.3
1770290609693150965,90.0,39.4
1770290609733031674,90.0,42.7
1770290609753185586,90.0,42.2
1770290609813335352,84.3,43.2
1770290609833171882,90.0,40.8
1770290609893297766,90.0,41.3
1770290609913171785,90.0,41.7
1770290609953120919,90.0,42.2
1770290609973265453,90.0,43.2
1770290610013059650,90.0,43.6
1770290610032976518,90.0,37.1
1770290610053111225,90.0,41.3
1770290610133213428,90.0,42.2
1770290610193276048,90.0,44.6
1770290610213232090,90.0,38.9
1770290610353173740,90.0,39.9
1770290610393082725,90.0,37.5
1770290610413181229,90.0,39.4
1770290610433155299,90.0,38.9
1770290610473183483,90.0,39.4
1770290610493091012,90.0,42.2
1770290610513185234,90.0,41.7
1770290610553076473,90.0,40.3
1770290610693100995,90.0,43.2
1770290610713177071,90.0,38.5
1770290610773161024,90.0,41.7
1770290610853135327,90.0,43.2
1770290610873191833,90.0,42.7
1770290610933163923,90.0,43.6
1770290610953217316,90.0,39.9
1770290611013315058,90.0,44.6
1770290611033306481,90.0,42.2
1770290611093191371,90.0,41.7
1770290611153040406,90.0,38.5
1770290611173190221,88.7,43.2
1770290611213101334,90.0,39.9
1770290611233139007,90.0,40.8
1770290611253149691,90.0,40.8
1770290611292993595,90.0,40.8
1770290611333186497,90.0,38.5
1770290611373050943,90.0,44.6
1770290611393082897,90.0,43.6
1770290611413168556,90.0,38.9
1770290611473226290,90.0,39.9
1770290611513040972,90.0,42.2
1770290611533175163,90.0,41.7
1770290611553122905,90.0,39.4
1770290611613319595,82.0,43.6
1770290611713234222,90.0,39.4
1770290611753117137,90.0,44.1
1770290611773187423,90.0,38.5
1770290611813097040,90.0,39.4
1770290611833162094,90.0,40.8
1770290611853134404,90.0,43.6
1770290611893007481,90.0,43.2
1770290611913113889,90.0,39.4
1770290611933168444,90.0,40.8
1770290611973053370,90.0,38.0
1770290611993229796,90.0,38.5
1770290612053321208,90.0,40.8
1770290612113113595,90.0,43.6
1770290612153282854,90.0,39.9
1770290612213308121,90.0,43.2
1770290612233251657,90.0,41.7
1770290612273075040,90.0,43.2
1770290612293302243,90.0,39.9
1770290612313173592,90.0,39.4
1770290612353041028,90.0,39.4
1770290612373087486,90.0,39.4
1770290612413022500,90.0,41.3
1770290612433259017,90.0,42.2
1770290612493052616,90.0,41.3
1770290612533130973,90.0,39.4
1770290612573128031,90.0,42.7
1770290612613248930,90.0,43.2
1770290612653032835,90.0,41.3
1770290612733244007,90.0,39.9
1770290612753051349,90.0,38.9
1770290612793075624,90.0,39.9
1770290612813228155,90.0,44.6
1770290612872990802,90.0,42.2
1770290612953317929,82.9,42.7
1770290612972999867,90.0,41.3
1770290613053239255,85.6,42.2
1770290613093084185,90.0,44.1
1770290613113067893,90.0,42.2
1770290613133176774,90.0,41.7
1770290613173095722,90.0,42.2
1770290613193248688,90.0,39.4
1770290613213129873,87.2,38.0
1770290613253323516,90.0,39.4
1770290613273081716,88.3,40.3
1770290613312863681,84.3,42.7
1770290613393086061,90.0,44.6
1770290613412943858,90.0,38.9
1770290613553162767,90.0,42.2
1770290613613092455,90.0,39.9
1770290613633210251,90.0,40.8
1770290613653062377,90.0,38.5
1770290613713239847,90.0,38.5
1770290613733318191,88.8,43.6
1770290613773014335,84.4,43.2
1770290613853307080,90.0,43.2
1770290613873182152,90.0,43.6
1770290613913030159,90.0,38.5
1770290613933207725,90.0,40.3
1770290613993144567,90.0,44.6
1770290614033127139,90.0,40.3
1770290614073059230,90.0,41.7
1770290614113144434,90.0,42.7
1770290614153239820,90.0,44.6
1770290614172896227,90.0,41.7
1770290614233289936,90.0,42.2
1770290614253261016,90.0,39.9
1770290614293163839,90.0,39.9
1770290614333283089,90.0,41.7
1770290614372947439,90.0,42.7
1770290614413028781,90.0,38.9
1770290614453175344,90.0,41.3
1770290614473141562,90.0,38.5
1770290614513093414,90.0,43.2
1770290614533082214,80.2,39.4
1770290614613266989,88.1,38.5
1770290614633195251,90.0,42.7
1770290614673045340,90.0,43.2
1770290614693096045,77.5,41.7
1770290614753194149,90.0,41.7
1770290614773172898,90.0,38.9
1770290614813167117,90.0,39.4
1770290614933234315,83.5,39.4
1770290614973103680,90.0,43.2
1770290614993064550,90.0,42.7
1770290615013100773,90.0,43.2
1770290615053111328,90.0,39.9
1770290615073162548,90.0,40.8
1770290615093103710,90.0,39.4
1770290615153273454,90.0,39.4
1770290615193137595,90.0,43.2
1770290615233150382,90.0,42.2
1770290615272982894,90.0,41.7
1770290615292876406,90.0,42.2
1770290615353100465,90.0,42.2
1770290615433232358,87.9,42.7
1770290615453267391,90.0,38.5
1770290615493148973,90.0,40.3
1770290615513172100,90.0,40.8
1770290615533108513,90.0,42.2
1770290615573135925,90.0,39.4
1770290615593177241,90.0,39.4
1770290615613167286,90.0,42.2
1770290615653135147,90.0,41.7
1770290615673104929,90.0,41.3
1770290615693037871,90.0,39.9
1770290615733114787,90.0,40.3
1770290615793171337,90.0,40.8
1770290615813015890,90.0,42.2
1770290615873115055,90.0,40.3
1770290615913115486,90.0,41.3
1770290615973159195,90.0,38.9
1770290615993095103,90.0,42.2
1770290616033052756,90.0,42.2
1770290616173085514,90.0,40.8
1770290616193192912,90.0,40.8
1770290616213167950,90.0,37.5
1770290616333151522,90.0,39.9
1770290616353014746,90.0,43.2
1770290616413271425,90.0,41.3
1770290616473071180,81.0,43.6
1770290616493214947,90.0,42.2
1770290616513159008,90.0,38.9
1770290616553115080,86.5,38.5
1770290616573115529,90.0,43.2
1770290616593071164,90.0,42.7
1770290616633036107,90.0,39.9
1770290616652903980,90.0,42.7
1770290616693070509,90.0,41.7
1770290616713153327,90.0,40.8
1770290616733047992,90.0,43.2
1770290616772961590,78.9,43.6
1770290616793015901,90.0,39.4
1770290616813116576,90.0,41.7
1770290616853170242,90.0,43.6
1770290616873057039,84.7,42.2
1770290616933328219,90.0,40.3
1770290616953187270,90.0,44.1
1770290617013317348,90.0,43.6
1770290617033288423,90.0,39.4
1770290617093242377,90.0,42.2
1770290617113277327,90.0,41.3
1770290617153106090,90.0,38.5
1770290617173254199,85.5,38.9
1770290617193211546,90.0,39.9
1770290617233084264,90.0,39.9
1770290617253202655,87.5,44.1
1770290617333255103,90.0,38.9
1770290617373219567,90.0,43.6
1770290617473250238,90.0,42.2
1770290617493196167,76.8,39.4
1770290617553232034,90.0,39.9
1770290617593185937,90.0,41.7
1770290617612935994,90.0,39.4
1770290617632974380,90.0,43.6
1770290617673073431,90.0,44.6
1770290617713226532,78.6,43.2
1770290617753088665,90.0,41.3
1770290617833215591,90.0,41.7
1770290617873241752,90.0,43.2
1770290617933284283,90.0,42.7
1770290617973147593,90.0,39.9
1770290618013188513,90.0,41.3
1770290618053091952,90.0,43.2
1770290618073193513,90.0,42.7
1770290618093184833,90.0,41.3
1770290618133124128,90.0,41.3
1770290618153260742,90.0,41.3
1770290618233291558,90.0,39.9
1770290618273078420,90.0,41.3
1770290618433176439,90.0,39.4
1770290618453218668,90.0,40.3
1770290618533335338,90.0,41.3
1770290618573198578,90.0,41.7
1770290618592996022,78.1,44.1
1770290618653105492,84.1,41.7
1770290618753274057,90.0,41.7
